origin_intl_price_area_id,origin_intl_price_area,destination_intl_price_area_id,destination_intl_price_area,season,hhg_shipping_linehaul_price,ub_price
JA02,Japan-South (Excludes Hokkaido),CA10,Ontario,NonPeak,$10.35,$10.91
JA02,Japan-South (Excludes Hokkaido),CA10,Ontario,Peak,$12.21,$12.87
JA02,Japan-South (Excludes Hokkaido),CA20,Quebec,NonPeak,$10.83,$18.51
JA02,Japan-South (Excludes Hokkaido),CA20,Quebec,Peak,$12.78,$21.84
JA02,Japan-South (Excludes Hokkaido),CA30,Manitoba,NonPeak,$11.35,$12.70
JA02,Japan-South (Excludes Hokkaido),CA30,Manitoba,Peak,$13.39,$14.99
JA02,Japan-South (Excludes Hokkaido),CI,Chile,NonPeak,$11.82,$11.24
JA02,Japan-South (Excludes Hokkaido),CI,Chile,Peak,$13.95,$13.26
JA02,Japan-South (Excludes Hokkaido),CO,Colombia,NonPeak,$8.88,$19.00
JA02,Japan-South (Excludes Hokkaido),CO,Colombia,Peak,$10.48,$22.42
JA02,Japan-South (Excludes Hokkaido),CS,Costa Rica,NonPeak,$9.31,$12.99
JA02,Japan-South (Excludes Hokkaido),CS,Costa Rica,Peak,$10.99,$15.33
JA02,Japan-South (Excludes Hokkaido),EC,Ecuador,NonPeak,$9.77,$11.54
JA02,Japan-South (Excludes Hokkaido),EC,Ecuador,Peak,$11.53,$13.62
JA02,Japan-South (Excludes Hokkaido),ES,El Salvador,NonPeak,$10.21,$16.89
JA02,Japan-South (Excludes Hokkaido),ES,El Salvador,Peak,$12.05,$19.93
JA02,Japan-South (Excludes Hokkaido),GE,Germany,NonPeak,$10.65,$11.66
JA02,Japan-South (Excludes Hokkaido),GE,Germany,Peak,$12.57,$13.76
JA02,Japan-South (Excludes Hokkaido),GQ,Guam,NonPeak,$10.35,$10.16
JA02,Japan-South (Excludes Hokkaido),GQ,Guam,Peak,$12.21,$11.99
JA02,Japan-South (Excludes Hokkaido),GR,Greece,NonPeak,$10.83,$16.98
JA02,Japan-South (Excludes Hokkaido),GR,Greece,Peak,$12.78,$20.04
JA02,Japan-South (Excludes Hokkaido),GR29,Crete,NonPeak,$11.35,$11.75
JA02,Japan-South (Excludes Hokkaido),GR29,Crete,Peak,$13.39,$13.86
JA02,Japan-South (Excludes Hokkaido),GT,Guatemala,NonPeak,$11.82,$10.25
JA02,Japan-South (Excludes Hokkaido),GT,Guatemala,Peak,$13.95,$12.09
JA02,Japan-South (Excludes Hokkaido),HO,Honduras,NonPeak,$8.88,$17.11
JA02,Japan-South (Excludes Hokkaido),HO,Honduras,Peak,$10.48,$20.19
JA02,Japan-South (Excludes Hokkaido),HU,Hungary,NonPeak,$9.31,$11.86
JA02,Japan-South (Excludes Hokkaido),HU,Hungary,Peak,$10.99,$13.99
JA02,Japan-South (Excludes Hokkaido),IT,Italy,NonPeak,$9.77,$10.37
JA02,Japan-South (Excludes Hokkaido),IT,Italy,Peak,$11.53,$12.24
JA02,Japan-South (Excludes Hokkaido),IT10,Sicily,NonPeak,$10.21,$17.17
JA02,Japan-South (Excludes Hokkaido),IT10,Sicily,Peak,$12.05,$20.26
JA02,Japan-South (Excludes Hokkaido),JA01,Japan-Central,NonPeak,$10.65,$10.50
JA02,Japan-South (Excludes Hokkaido),JA01,Japan-Central,Peak,$12.57,$12.39
JA02,Japan-South (Excludes Hokkaido),JA02,Japan-South (Excludes Hokkaido),NonPeak,$10.35,$17.59
JA02,Japan-South (Excludes Hokkaido),JA02,Japan-South (Excludes Hokkaido),Peak,$12.21,$20.76
JA02,Japan-South (Excludes Hokkaido),JA03,Japan-North,NonPeak,$10.83,$12.03
JA02,Japan-South (Excludes Hokkaido),JA03,Japan-North,Peak,$12.78,$14.20
JA02,Japan-South (Excludes Hokkaido),JA96,Okinawa,NonPeak,$11.35,$12.66
JA02,Japan-South (Excludes Hokkaido),JA96,Okinawa,Peak,$13.39,$14.94
JA02,Japan-South (Excludes Hokkaido),KS,"Korea, Republic Of",NonPeak,$11.82,$17.97
JA02,Japan-South (Excludes Hokkaido),KS,"Korea, Republic Of",Peak,$13.95,$21.20
JA02,Japan-South (Excludes Hokkaido),KU,Kuwait,NonPeak,$8.88,$12.36
JA02,Japan-South (Excludes Hokkaido),KU,Kuwait,Peak,$10.48,$14.58
JA02,Japan-South (Excludes Hokkaido),NL,Netherlands,NonPeak,$9.31,$10.91
JA02,Japan-South (Excludes Hokkaido),NL,Netherlands,Peak,$10.99,$12.87
JA02,Japan-South (Excludes Hokkaido),NO,Norway,NonPeak,$9.77,$18.51
JA02,Japan-South (Excludes Hokkaido),NO,Norway,Peak,$11.53,$21.84
JA02,Japan-South (Excludes Hokkaido),PA,Paraguay,NonPeak,$10.21,$12.70
JA02,Japan-South (Excludes Hokkaido),PA,Paraguay,Peak,$12.05,$14.99
JA02,Japan-South (Excludes Hokkaido),PE,Peru,NonPeak,$10.65,$11.24
JA02,Japan-South (Excludes Hokkaido),PE,Peru,Peak,$12.57,$13.26
JA02,Japan-South (Excludes Hokkaido),PL,Poland,NonPeak,$10.35,$19.00
JA02,Japan-South (Excludes Hokkaido),PL,Poland,Peak,$12.21,$22.42
JA02,Japan-South (Excludes Hokkaido),PO,Portugal,NonPeak,$10.83,$12.99
JA02,Japan-South (Excludes Hokkaido),PO,Portugal,Peak,$12.78,$15.33
JA02,Japan-South (Excludes Hokkaido),PO01,Azores,NonPeak,$11.35,$11.54
JA02,Japan-South (Excludes Hokkaido),PO01,Azores,Peak,$13.39,$13.62
JA02,Japan-South (Excludes Hokkaido),QA,Qatar,NonPeak,$11.82,$16.89
JA02,Japan-South (Excludes Hokkaido),QA,Qatar,Peak,$13.95,$19.93
JA02,Japan-South (Excludes Hokkaido),RO,Romania,NonPeak,$8.88,$11.66
JA02,Japan-South (Excludes Hokkaido),RO,Romania,Peak,$10.48,$13.76
JA02,Japan-South (Excludes Hokkaido),RQ,Puerto Rico,NonPeak,$9.31,$10.16
JA02,Japan-South (Excludes Hokkaido),RQ,Puerto Rico,Peak,$10.99,$11.99
JA02,Japan-South (Excludes Hokkaido),SA,Saudi Arabia,NonPeak,$9.77,$16.98
JA02,Japan-South (Excludes Hokkaido),SA,Saudi Arabia,Peak,$11.53,$20.04
JA02,Japan-South (Excludes Hokkaido),SN,Singapore,NonPeak,$10.21,$11.75
JA02,Japan-South (Excludes Hokkaido),SN,Singapore,Peak,$12.05,$13.86
JA02,Japan-South (Excludes Hokkaido),SP,Spain,NonPeak,$10.65,$10.25
JA02,Japan-South (Excludes Hokkaido),SP,Spain,Peak,$12.57,$12.09
JA02,Japan-South (Excludes Hokkaido),TU,Turkey,NonPeak,$10.35,$17.11
JA02,Japan-South (Excludes Hokkaido),TU,Turkey,Peak,$12.21,$20.19
JA02,Japan-South (Excludes Hokkaido),UK,United Kingdom,NonPeak,$10.83,$11.86
JA02,Japan-South (Excludes Hokkaido),UK,United Kingdom,Peak,$12.78,$13.99
JA02,Japan-South (Excludes Hokkaido),US8030400,Alaska (Zone) IV,NonPeak,$11.35,$10.37
JA02,Japan-South (Excludes Hokkaido),US8030400,Alaska (Zone) IV,Peak,$13.39,$12.24
JA02,Japan-South (Excludes Hokkaido),US8050500,Alaska (Zone) III,NonPeak,$11.82,$17.17
JA02,Japan-South (Excludes Hokkaido),US8050500,Alaska (Zone) III,Peak,$13.95,$20.26
JA02,Japan-South (Excludes Hokkaido),US8101000,Alaska (Zone) I,NonPeak,$8.88,$10.50
JA02,Japan-South (Excludes Hokkaido),US8101000,Alaska (Zone) I,Peak,$10.48,$12.39
JA02,Japan-South (Excludes Hokkaido),US8190100,Alaska (Zone) II,NonPeak,$9.31,$17.59
JA02,Japan-South (Excludes Hokkaido),US8190100,Alaska (Zone) II,Peak,$10.99,$20.76
JA02,Japan-South (Excludes Hokkaido),US89,Hawaii,NonPeak,$9.77,$12.03
JA02,Japan-South (Excludes Hokkaido),US89,Hawaii,Peak,$11.53,$14.20
JA02,Japan-South (Excludes Hokkaido),UY,Uruguay,NonPeak,$10.21,$12.66
JA02,Japan-South (Excludes Hokkaido),UY,Uruguay,Peak,$12.05,$14.94
JA02,Japan-South (Excludes Hokkaido),VE,Venezuela,NonPeak,$10.65,$17.97
JA02,Japan-South (Excludes Hokkaido),VE,Venezuela,Peak,$12.57,$21.20
JA03,Japan-North,AR,Argentina,NonPeak,$10.35,$12.36
JA03,Japan-North,AR,Argentina,Peak,$12.21,$14.58
JA03,Japan-North,AS11,New South Wales/Australian Capital Territory,NonPeak,$10.83,$10.91
JA03,Japan-North,AS11,New South Wales/Australian Capital Territory,Peak,$12.78,$12.87
JA03,Japan-North,AS21,Northern Territory,NonPeak,$11.35,$18.51
JA03,Japan-North,AS21,Northern Territory,Peak,$13.39,$21.84
JA03,Japan-North,BA,Bahrain,NonPeak,$11.82,$12.70
JA03,Japan-North,BA,Bahrain,Peak,$13.95,$14.99
JA03,Japan-North,BE,Belgium,NonPeak,$8.88,$11.24
JA03,Japan-North,BE,Belgium,Peak,$10.48,$13.26
JA03,Japan-North,BL,Bolivia,NonPeak,$9.31,$19.00
JA03,Japan-North,BL,Bolivia,Peak,$10.99,$22.42
JA03,Japan-North,BR,Brazil - Brazilia,NonPeak,$9.77,$12.99
JA03,Japan-North,BR,Brazil - Brazilia,Peak,$11.53,$15.33
JA03,Japan-North,CA10,Ontario,NonPeak,$10.21,$11.54
JA03,Japan-North,CA10,Ontario,Peak,$12.05,$13.62
JA03,Japan-North,CA20,Quebec,NonPeak,$10.65,$16.89
JA03,Japan-North,CA20,Quebec,Peak,$12.57,$19.93
JA03,Japan-North,CA30,Manitoba,NonPeak,$10.35,$11.66
JA03,Japan-North,CA30,Manitoba,Peak,$12.21,$13.76
JA03,Japan-North,CI,Chile,NonPeak,$10.83,$10.16
JA03,Japan-North,CI,Chile,Peak,$12.78,$11.99
JA03,Japan-North,CO,Colombia,NonPeak,$11.35,$16.98
JA03,Japan-North,CO,Colombia,Peak,$13.39,$20.04
JA03,Japan-North,CS,Costa Rica,NonPeak,$11.82,$11.75
JA03,Japan-North,CS,Costa Rica,Peak,$13.95,$13.86
JA03,Japan-North,EC,Ecuador,NonPeak,$8.88,$10.25
JA03,Japan-North,EC,Ecuador,Peak,$10.48,$12.09
JA03,Japan-North,ES,El Salvador,NonPeak,$9.31,$17.11
JA03,Japan-North,ES,El Salvador,Peak,$10.99,$20.19
JA03,Japan-North,GE,Germany,NonPeak,$9.77,$11.86
JA03,Japan-North,GE,Germany,Peak,$11.53,$13.99
JA03,Japan-North,GQ,Guam,NonPeak,$10.21,$10.37
JA03,Japan-North,GQ,Guam,Peak,$12.05,$12.24
JA03,Japan-North,GR,Greece,NonPeak,$10.65,$17.17
JA03,Japan-North,GR,Greece,Peak,$12.57,$20.26
JA03,Japan-North,GR29,Crete,NonPeak,$10.35,$10.50
JA03,Japan-North,GR29,Crete,Peak,$12.21,$12.39
JA03,Japan-North,GT,Guatemala,NonPeak,$10.83,$17.59
JA03,Japan-North,GT,Guatemala,Peak,$12.78,$20.76
JA03,Japan-North,HO,Honduras,NonPeak,$11.35,$12.03
JA03,Japan-North,HO,Honduras,Peak,$13.39,$14.20
JA03,Japan-North,HU,Hungary,NonPeak,$11.82,$12.66
JA03,Japan-North,HU,Hungary,Peak,$13.95,$14.94
JA03,Japan-North,IT,Italy,NonPeak,$8.88,$17.97
JA03,Japan-North,IT,Italy,Peak,$10.48,$21.20
JA03,Japan-North,IT10,Sicily,NonPeak,$9.31,$12.36
JA03,Japan-North,IT10,Sicily,Peak,$10.99,$14.58
JA03,Japan-North,JA01,Japan-Central,NonPeak,$9.77,$10.91
JA03,Japan-North,JA01,Japan-Central,Peak,$11.53,$12.87
JA03,Japan-North,JA02,Japan-South (Excludes Hokkaido),NonPeak,$10.21,$18.51
JA03,Japan-North,JA02,Japan-South (Excludes Hokkaido),Peak,$12.05,$21.84
JA03,Japan-North,JA03,Japan-North,NonPeak,$10.65,$12.70
JA03,Japan-North,JA03,Japan-North,Peak,$12.57,$14.99
JA03,Japan-North,JA96,Okinawa,NonPeak,$10.35,$11.24
JA03,Japan-North,JA96,Okinawa,Peak,$12.21,$13.26
JA03,Japan-North,KS,"Korea, Republic Of",NonPeak,$10.83,$19.00
JA03,Japan-North,KS,"Korea, Republic Of",Peak,$12.78,$22.42
JA03,Japan-North,KU,Kuwait,NonPeak,$11.35,$12.99
JA03,Japan-North,KU,Kuwait,Peak,$13.39,$15.33
JA03,Japan-North,NL,Netherlands,NonPeak,$11.82,$11.54
JA03,Japan-North,NL,Netherlands,Peak,$13.95,$13.62
JA03,Japan-North,NO,Norway,NonPeak,$8.88,$16.89
JA03,Japan-North,NO,Norway,Peak,$10.48,$19.93
JA03,Japan-North,PA,Paraguay,NonPeak,$9.31,$11.66
JA03,Japan-North,PA,Paraguay,Peak,$10.99,$13.76
JA03,Japan-North,PE,Peru,NonPeak,$9.77,$10.16
JA03,Japan-North,PE,Peru,Peak,$11.53,$11.99
JA03,Japan-North,PL,Poland,NonPeak,$10.21,$16.98
JA03,Japan-North,PL,Poland,Peak,$12.05,$20.04
JA03,Japan-North,PO,Portugal,NonPeak,$10.65,$11.75
JA03,Japan-North,PO,Portugal,Peak,$12.57,$13.86
JA03,Japan-North,PO01,Azores,NonPeak,$10.35,$10.25
JA03,Japan-North,PO01,Azores,Peak,$12.21,$12.09
JA03,Japan-North,QA,Qatar,NonPeak,$10.83,$17.11
JA03,Japan-North,QA,Qatar,Peak,$12.78,$20.19
JA03,Japan-North,RO,Romania,NonPeak,$11.35,$11.86
JA03,Japan-North,RO,Romania,Peak,$13.39,$13.99
JA03,Japan-North,RQ,Puerto Rico,NonPeak,$11.82,$10.37
JA03,Japan-North,RQ,Puerto Rico,Peak,$13.95,$12.24
JA03,Japan-North,SA,Saudi Arabia,NonPeak,$8.88,$17.17
JA03,Japan-North,SA,Saudi Arabia,Peak,$10.48,$20.26
JA03,Japan-North,SN,Singapore,NonPeak,$9.31,$10.50
JA03,Japan-North,SN,Singapore,Peak,$10.99,$12.39
JA03,Japan-North,SP,Spain,NonPeak,$9.77,$17.59
JA03,Japan-North,SP,Spain,Peak,$11.53,$20.76
JA03,Japan-North,TU,Turkey,NonPeak,$10.21,$12.03
JA03,Japan-North,TU,Turkey,Peak,$12.05,$14.20
JA03,Japan-North,UK,United Kingdom,NonPeak,$10.65,$12.66
JA03,Japan-North,UK,United Kingdom,Peak,$12.57,$14.94
JA03,Japan-North,US8030400,Alaska (Zone) IV,NonPeak,$10.35,$17.97
JA03,Japan-North,US8030400,Alaska (Zone) IV,Peak,$12.21,$21.20
JA03,Japan-North,US8050500,Alaska (Zone) III,NonPeak,$10.83,$12.36
JA03,Japan-North,US8050500,Alaska (Zone) III,Peak,$12.78,$14.58
JA03,Japan-North,US8101000,Alaska (Zone) I,NonPeak,$11.35,$10.91
JA03,Japan-North,US8101000,Alaska (Zone) I,Peak,$13.39,$12.87
JA03,Japan-North,US8190100,Alaska (Zone) II,NonPeak,$11.82,$18.51
JA03,Japan-North,US8190100,Alaska (Zone) II,Peak,$13.95,$21.84
JA03,Japan-North,US89,Hawaii,NonPeak,$8.88,$12.70
JA03,Japan-North,US89,Hawaii,Peak,$10.48,$14.99
JA03,Japan-North,UY,Uruguay,NonPeak,$9.31,$11.24
JA03,Japan-North,UY,Uruguay,Peak,$10.99,$13.26
JA03,Japan-North,VE,Venezuela,NonPeak,$9.77,$19.00
JA03,Japan-North,VE,Venezuela,Peak,$11.53,$22.42
JA96,Okinawa,AR,Argentina,NonPeak,$10.21,$12.99
JA96,Okinawa,AR,Argentina,Peak,$12.05,$15.33
JA96,Okinawa,AS11,New South Wales/Australian Capital Territory,NonPeak,$10.65,$11.54
JA96,Okinawa,AS11,New South Wales/Australian Capital Territory,Peak,$12.57,$13.62
JA96,Okinawa,AS21,Northern Territory,NonPeak,$10.35,$16.89
JA96,Okinawa,AS21,Northern Territory,Peak,$12.21,$19.93
JA96,Okinawa,BA,Bahrain,NonPeak,$10.83,$11.66
JA96,Okinawa,BA,Bahrain,Peak,$12.78,$13.76
JA96,Okinawa,BE,Belgium,NonPeak,$11.35,$10.16
JA96,Okinawa,BE,Belgium,Peak,$13.39,$11.99
JA96,Okinawa,BL,Bolivia,NonPeak,$11.82,$16.98
JA96,Okinawa,BL,Bolivia,Peak,$13.95,$20.04
JA96,Okinawa,BR,Brazil - Brazilia,NonPeak,$8.88,$11.75
JA96,Okinawa,BR,Brazil - Brazilia,Peak,$10.48,$13.86
JA96,Okinawa,CA10,Ontario,NonPeak,$9.31,$10.25
JA96,Okinawa,CA10,Ontario,Peak,$10.99,$12.09
JA96,Okinawa,CA20,Quebec,NonPeak,$9.77,$17.11
JA96,Okinawa,CA20,Quebec,Peak,$11.53,$20.19
JA96,Okinawa,CA30,Manitoba,NonPeak,$10.21,$11.86
JA96,Okinawa,CA30,Manitoba,Peak,$12.05,$13.99
JA96,Okinawa,CI,Chile,NonPeak,$10.65,$10.37
JA96,Okinawa,CI,Chile,Peak,$12.57,$12.24
JA96,Okinawa,CO,Colombia,NonPeak,$10.35,$17.17
JA96,Okinawa,CO,Colombia,Peak,$12.21,$20.26
JA96,Okinawa,CS,Costa Rica,NonPeak,$10.83,$10.50
JA96,Okinawa,CS,Costa Rica,Peak,$12.78,$12.39
JA96,Okinawa,EC,Ecuador,NonPeak,$11.35,$17.59
JA96,Okinawa,EC,Ecuador,Peak,$13.39,$20.76
JA96,Okinawa,ES,El Salvador,NonPeak,$11.82,$12.03
JA96,Okinawa,ES,El Salvador,Peak,$13.95,$14.20
JA96,Okinawa,GE,Germany,NonPeak,$8.88,$12.66
JA96,Okinawa,GE,Germany,Peak,$10.48,$14.94
JA96,Okinawa,GQ,Guam,NonPeak,$9.31,$17.97
JA96,Okinawa,GQ,Guam,Peak,$10.99,$21.20
JA96,Okinawa,GR,Greece,NonPeak,$9.77,$12.36
JA96,Okinawa,GR,Greece,Peak,$11.53,$14.58
JA96,Okinawa,GR29,Crete,NonPeak,$10.21,$10.91
JA96,Okinawa,GR29,Crete,Peak,$12.05,$12.87
JA96,Okinawa,GT,Guatemala,NonPeak,$10.65,$18.51
JA96,Okinawa,GT,Guatemala,Peak,$12.57,$21.84
JA96,Okinawa,HO,Honduras,NonPeak,$10.35,$12.70
JA96,Okinawa,HO,Honduras,Peak,$12.21,$14.99
JA96,Okinawa,HU,Hungary,NonPeak,$10.83,$11.24
JA96,Okinawa,HU,Hungary,Peak,$12.78,$13.26
JA96,Okinawa,IT,Italy,NonPeak,$11.35,$19.00
JA96,Okinawa,IT,Italy,Peak,$13.39,$22.42
JA96,Okinawa,IT10,Sicily,NonPeak,$11.82,$12.99
JA96,Okinawa,IT10,Sicily,Peak,$13.95,$15.33
JA96,Okinawa,JA01,Japan-Central,NonPeak,$8.88,$11.54
JA96,Okinawa,JA01,Japan-Central,Peak,$10.48,$13.62
JA96,Okinawa,JA02,Japan-South (Excludes Hokkaido),NonPeak,$9.31,$16.89
JA96,Okinawa,JA02,Japan-South (Excludes Hokkaido),Peak,$10.99,$19.93
JA96,Okinawa,JA03,Japan-North,NonPeak,$9.77,$11.66
JA96,Okinawa,JA03,Japan-North,Peak,$11.53,$13.76
JA96,Okinawa,JA96,Okinawa,NonPeak,$10.21,$10.16
JA96,Okinawa,JA96,Okinawa,Peak,$12.05,$11.99
JA96,Okinawa,KS,"Korea, Republic Of",NonPeak,$10.65,$16.98
JA96,Okinawa,KS,"Korea, Republic Of",Peak,$12.57,$20.04
JA96,Okinawa,KU,Kuwait,NonPeak,$10.35,$11.75
JA96,Okinawa,KU,Kuwait,Peak,$12.21,$13.86
JA96,Okinawa,NL,Netherlands,NonPeak,$10.83,$10.25
JA96,Okinawa,NL,Netherlands,Peak,$12.78,$12.09
JA96,Okinawa,NO,Norway,NonPeak,$11.35,$17.11
JA96,Okinawa,NO,Norway,Peak,$13.39,$20.19
JA96,Okinawa,PA,Paraguay,NonPeak,$11.82,$11.86
JA96,Okinawa,PA,Paraguay,Peak,$13.95,$13.99
JA96,Okinawa,PE,Peru,NonPeak,$8.88,$10.37
JA96,Okinawa,PE,Peru,Peak,$10.48,$12.24
JA96,Okinawa,PL,Poland,NonPeak,$9.31,$17.17
JA96,Okinawa,PL,Poland,Peak,$10.99,$20.26
JA96,Okinawa,PO,Portugal,NonPeak,$9.77,$10.50
JA96,Okinawa,PO,Portugal,Peak,$11.53,$12.39
JA96,Okinawa,PO01,Azores,NonPeak,$10.21,$17.59
JA96,Okinawa,PO01,Azores,Peak,$12.05,$20.76
JA96,Okinawa,QA,Qatar,NonPeak,$10.65,$12.03
JA96,Okinawa,QA,Qatar,Peak,$12.57,$14.20
JA96,Okinawa,RO,Romania,NonPeak,$10.35,$12.66
JA96,Okinawa,RO,Romania,Peak,$12.21,$14.94
JA96,Okinawa,RQ,Puerto Rico,NonPeak,$10.83,$17.97
JA96,Okinawa,RQ,Puerto Rico,Peak,$12.78,$21.20
JA96,Okinawa,SA,Saudi Arabia,NonPeak,$11.35,$12.36
JA96,Okinawa,SA,Saudi Arabia,Peak,$13.39,$14.58
JA96,Okinawa,SN,Singapore,NonPeak,$11.82,$10.91
JA96,Okinawa,SN,Singapore,Peak,$13.95,$12.87
JA96,Okinawa,SP,Spain,NonPeak,$8.88,$18.51
JA96,Okinawa,SP,Spain,Peak,$10.48,$21.84
JA96,Okinawa,TU,Turkey,NonPeak,$9.31,$12.70
JA96,Okinawa,TU,Turkey,Peak,$10.99,$14.99
JA96,Okinawa,UK,United Kingdom,NonPeak,$9.77,$11.24
JA96,Okinawa,UK,United Kingdom,Peak,$11.53,$13.26
JA96,Okinawa,US8030400,Alaska (Zone) IV,NonPeak,$10.21,$19.00
JA96,Okinawa,US8030400,Alaska (Zone) IV,Peak,$12.05,$22.42
JA96,Okinawa,US8050500,Alaska (Zone) III,NonPeak,$10.65,$12.99
JA96,Okinawa,US8050500,Alaska (Zone) III,Peak,$12.57,$15.33
JA96,Okinawa,US8101000,Alaska (Zone) I,NonPeak,$10.35,$11.54
JA96,Okinawa,US8101000,Alaska (Zone) I,Peak,$12.21,$13.62
JA96,Okinawa,US8190100,Alaska (Zone) II,NonPeak,$10.83,$16.89
JA96,Okinawa,US8190100,Alaska (Zone) II,Peak,$12.78,$19.93
JA96,Okinawa,US89,Hawaii,NonPeak,$11.35,$11.66
JA96,Okinawa,US89,Hawaii,Peak,$13.39,$13.76
JA96,Okinawa,UY,Uruguay,NonPeak,$11.82,$10.16
JA96,Okinawa,UY,Uruguay,Peak,$13.95,$11.99
JA96,Okinawa,VE,Venezuela,NonPeak,$8.88,$16.98
JA96,Okinawa,VE,Venezuela,Peak,$10.48,$20.04
KS,"Korea, Republic Of",AR,Argentina,NonPeak,$9.31,$11.75
KS,"Korea, Republic Of",AR,Argentina,Peak,$10.99,$13.86
KS,"Korea, Republic Of",AS11,New South Wales/Australian Capital Territory,NonPeak,$9.77,$10.25
KS,"Korea, Republic Of",AS11,New South Wales/Australian Capital Territory,Peak,$11.53,$12.09
KS,"Korea, Republic Of",AS21,Northern Territory,NonPeak,$10.21,$17.11
KS,"Korea, Republic Of",AS21,Northern Territory,Peak,$12.05,$20.19
KS,"Korea, Republic Of",BA,Bahrain,NonPeak,$10.65,$11.86
KS,"Korea, Republic Of",BA,Bahrain,Peak,$12.57,$13.99
KS,"Korea, Republic Of",BE,Belgium,NonPeak,$10.35,$10.37
KS,"Korea, Republic Of",BE,Belgium,Peak,$12.21,$12.24
KS,"Korea, Republic Of",BL,Bolivia,NonPeak,$10.83,$17.17
KS,"Korea, Republic Of",BL,Bolivia,Peak,$12.78,$20.26
KS,"Korea, Republic Of",BR,Brazil - Brazilia,NonPeak,$11.35,$10.50
KS,"Korea, Republic Of",BR,Brazil - Brazilia,Peak,$13.39,$12.39
KS,"Korea, Republic Of",CA10,Ontario,NonPeak,$11.82,$17.59
KS,"Korea, Republic Of",CA10,Ontario,Peak,$13.95,$20.76
KS,"Korea, Republic Of",CA20,Quebec,NonPeak,$8.88,$12.03
KS,"Korea, Republic Of",CA20,Quebec,Peak,$10.48,$14.20
KS,"Korea, Republic Of",CA30,Manitoba,NonPeak,$9.31,$12.66
KS,"Korea, Republic Of",CA30,Manitoba,Peak,$10.99,$14.94
KS,"Korea, Republic Of",CI,Chile,NonPeak,$9.77,$17.97
KS,"Korea, Republic Of",CI,Chile,Peak,$11.53,$21.20
KS,"Korea, Republic Of",CO,Colombia,NonPeak,$10.21,$12.36
KS,"Korea, Republic Of",CO,Colombia,Peak,$12.05,$14.58
KS,"Korea, Republic Of",CS,Costa Rica,NonPeak,$10.65,$10.91
KS,"Korea, Republic Of",CS,Costa Rica,Peak,$12.57,$12.87
KS,"Korea, Republic Of",EC,Ecuador,NonPeak,$10.35,$18.51
KS,"Korea, Republic Of",EC,Ecuador,Peak,$12.21,$21.84
KS,"Korea, Republic Of",ES,El Salvador,NonPeak,$10.83,$12.70
KS,"Korea, Republic Of",ES,El Salvador,Peak,$12.78,$14.99
KS,"Korea, Republic Of",GE,Germany,NonPeak,$11.35,$11.24
KS,"Korea, Republic Of",GE,Germany,Peak,$13.39,$13.26
KS,"Korea, Republic Of",GQ,Guam,NonPeak,$11.82,$19.00
KS,"Korea, Republic Of",GQ,Guam,Peak,$13.95,$22.42
KS,"Korea, Republic Of",GR,Greece,NonPeak,$8.88,$12.99
KS,"Korea, Republic Of",GR,Greece,Peak,$10.48,$15.33
KS,"Korea, Republic Of",GR29,Crete,NonPeak,$9.31,$11.54
KS,"Korea, Republic Of",GR29,Crete,Peak,$10.99,$13.62
KS,"Korea, Republic Of",GT,Guatemala,NonPeak,$9.77,$16.89
KS,"Korea, Republic Of",GT,Guatemala,Peak,$11.53,$19.93
KS,"Korea, Republic Of",HO,Honduras,NonPeak,$10.21,$11.66
KS,"Korea, Republic Of",HO,Honduras,Peak,$12.05,$13.76
KS,"Korea, Republic Of",HU,Hungary,NonPeak,$10.65,$10.16
KS,"Korea, Republic Of",HU,Hungary,Peak,$12.57,$11.99
KS,"Korea, Republic Of",IT,Italy,NonPeak,$10.35,$16.98
KS,"Korea, Republic Of",IT,Italy,Peak,$12.21,$20.04
KS,"Korea, Republic Of",IT10,Sicily,NonPeak,$10.83,$11.75
KS,"Korea, Republic Of",IT10,Sicily,Peak,$12.78,$13.86
KS,"Korea, Republic Of",JA01,Japan-Central,NonPeak,$11.35,$10.25
KS,"Korea, Republic Of",JA01,Japan-Central,Peak,$13.39,$12.09
KS,"Korea, Republic Of",JA02,Japan-South (Excludes Hokkaido),NonPeak,$11.82,$17.11
KS,"Korea, Republic Of",JA02,Japan-South (Excludes Hokkaido),Peak,$13.95,$20.19
KS,"Korea, Republic Of",JA03,Japan-North,NonPeak,$8.88,$11.86
KS,"Korea, Republic Of",JA03,Japan-North,Peak,$10.48,$13.99
KS,"Korea, Republic Of",JA96,Okinawa,NonPeak,$9.31,$10.37
KS,"Korea, Republic Of",JA96,Okinawa,Peak,$10.99,$12.24
KS,"Korea, Republic Of",KS,"Korea, Republic Of",NonPeak,$9.77,$17.17
KS,"Korea, Republic Of",KS,"Korea, Republic Of",Peak,$11.53,$20.26
KS,"Korea, Republic Of",KU,Kuwait,NonPeak,$10.21,$10.50
KS,"Korea, Republic Of",KU,Kuwait,Peak,$12.05,$12.39
KS,"Korea, Republic Of",NL,Netherlands,NonPeak,$10.65,$17.59
KS,"Korea, Republic Of",NL,Netherlands,Peak,$12.57,$20.76
KS,"Korea, Republic Of",NO,Norway,NonPeak,$10.35,$12.03
KS,"Korea, Republic Of",NO,Norway,Peak,$12.21,$14.20
KS,"Korea, Republic Of",PA,Paraguay,NonPeak,$10.35,$16.89
KS,"Korea, Republic Of",PA,Paraguay,Peak,$12.21,$19.93
