origin_intl_price_area_id,origin_intl_price_area,destination_domestic_price_area_area,destination_domestic_price_area,season,hhg_shipping_linehaul_price,ub_price
JA03,Japan-North,US14,Massachusetts,NonPeak,$16.05,$33.75
JA03,Japan-North,US14,Massachusetts,Peak,$18.94,$39.82
JA03,Japan-North,US15,Rhode Island,NonPeak,$16.80,$31.40
JA03,Japan-North,US15,Rhode Island,Peak,$19.82,$37.05
JA03,Japan-North,US16,Connecticut,NonPeak,$17.57,$44.17
JA03,Japan-North,US16,Connecticut,Peak,$20.73,$52.12
JA03,Japan-North,US17,New York,NonPeak,$18.33,$33.98
JA03,Japan-North,US17,New York,Peak,$21.63,$40.10
JA03,Japan-North,US19,New Jersey,NonPeak,$24.38,$31.45
JA03,Japan-North,US19,New Jersey,Peak,$28.77,$37.11
JA03,Japan-North,US20,Pennsylvania,NonPeak,$16.00,$44.28
JA03,Japan-North,US20,Pennsylvania,Peak,$18.88,$52.25
JA03,Japan-North,US22,Delaware,NonPeak,$27.63,$34.11
JA03,Japan-North,US22,Delaware,Peak,$32.60,$40.25
JA03,Japan-North,US23,Maryland,NonPeak,$29.28,$31.63
JA03,Japan-North,US23,Maryland,Peak,$34.55,$37.32
JA03,Japan-North,US24,District Of Columbia,NonPeak,$30.90,$44.51
JA03,Japan-North,US24,District Of Columbia,Peak,$36.46,$52.52
JA03,Japan-North,US25,Virginia,NonPeak,$15.28,$34.33
JA03,Japan-North,US25,Virginia,Peak,$18.03,$40.51
JA03,Japan-North,US27,West Virginia,NonPeak,$16.05,$31.74
JA03,Japan-North,US27,West Virginia,Peak,$18.94,$37.45
JA03,Japan-North,US28,Kentucky,NonPeak,$16.80,$44.62
JA03,Japan-North,US28,Kentucky,Peak,$19.82,$52.65
JA03,Japan-North,US30,Michigan,NonPeak,$17.57,$34.45
JA03,Japan-North,US30,Michigan,Peak,$20.73,$40.65
JA03,Japan-North,US32,Wisconsin,NonPeak,$18.33,$31.91
JA03,Japan-North,US32,Wisconsin,Peak,$21.63,$37.65
JA03,Japan-North,US34,Ohio,NonPeak,$24.38,$44.74
JA03,Japan-North,US34,Ohio,Peak,$28.77,$52.79
JA03,Japan-North,US36,Indiana,NonPeak,$16.00,$34.56
JA03,Japan-North,US36,Indiana,Peak,$18.88,$40.78
JA03,Japan-North,US38,Illinois,NonPeak,$27.63,$32.09
JA03,Japan-North,US38,Illinois,Peak,$32.60,$37.87
JA03,Japan-North,US40,North Carolina,NonPeak,$29.28,$44.91
JA03,Japan-North,US40,North Carolina,Peak,$34.55,$52.99
JA03,Japan-North,US42,Tennessee,NonPeak,$30.90,$34.74
JA03,Japan-North,US42,Tennessee,Peak,$36.46,$40.99
JA03,Japan-North,US44,South Carolina,NonPeak,$15.28,$32.26
JA03,Japan-North,US44,South Carolina,Peak,$18.03,$38.07
JA03,Japan-North,US45,Georgia,NonPeak,$16.05,$45.09
JA03,Japan-North,US45,Georgia,Peak,$18.94,$53.21
JA03,Japan-North,US47,Alabama,NonPeak,$16.80,$34.90
JA03,Japan-North,US47,Alabama,Peak,$19.82,$41.18
JA03,Japan-North,US48,Mississippi,NonPeak,$17.57,$32.44
JA03,Japan-North,US48,Mississippi,Peak,$20.73,$38.28
JA03,Japan-North,US49,Florida-North,NonPeak,$18.33,$43.94
JA03,Japan-North,US49,Florida-North,Peak,$21.63,$51.85
JA03,Japan-North,US4964400,Florida-South,NonPeak,$24.38,$33.70
JA03,Japan-North,US4964400,Florida-South,Peak,$28.77,$39.77
JA03,Japan-North,US4965500,Florida Keys,NonPeak,$16.00,$31.29
JA03,Japan-North,US4965500,Florida Keys,Peak,$18.88,$36.92
JA03,Japan-North,US50,Minnesota,NonPeak,$27.63,$44.05
JA03,Japan-North,US50,Minnesota,Peak,$32.60,$51.98
JA03,Japan-North,US51,North Dakota,NonPeak,$29.28,$33.75
JA03,Japan-North,US51,North Dakota,Peak,$34.55,$39.82
JA03,Japan-North,US52,South Dakota,NonPeak,$30.90,$31.40
JA03,Japan-North,US52,South Dakota,Peak,$36.46,$37.05
JA03,Japan-North,US53,Iowa,NonPeak,$15.28,$44.17
JA03,Japan-North,US53,Iowa,Peak,$18.03,$52.12
JA03,Japan-North,US55,Nebraska,NonPeak,$16.05,$33.98
JA03,Japan-North,US55,Nebraska,Peak,$18.94,$40.10
JA03,Japan-North,US56,Missouri,NonPeak,$16.80,$31.45
JA03,Japan-North,US56,Missouri,Peak,$19.82,$37.11
JA03,Japan-North,US58,Kansas,NonPeak,$17.57,$44.28
JA03,Japan-North,US58,Kansas,Peak,$20.73,$52.25
JA03,Japan-North,US60,Arkansas,NonPeak,$18.33,$34.11
JA03,Japan-North,US60,Arkansas,Peak,$21.63,$40.25
JA03,Japan-North,US62,Oklahoma,NonPeak,$24.38,$31.63
JA03,Japan-North,US62,Oklahoma,Peak,$28.77,$37.32
JA03,Japan-North,US64,Louisiana,NonPeak,$16.00,$44.51
JA03,Japan-North,US64,Louisiana,Peak,$18.88,$52.52
JA03,Japan-North,US66,Texas-North,NonPeak,$27.63,$34.33
JA03,Japan-North,US66,Texas-North,Peak,$32.60,$40.51
JA03,Japan-North,US68,Texas-South,NonPeak,$29.28,$31.74
JA03,Japan-North,US68,Texas-South,Peak,$34.55,$37.45
JA03,Japan-North,US70,Montana,NonPeak,$30.90,$44.62
JA03,Japan-North,US70,Montana,Peak,$36.46,$52.65
JA03,Japan-North,US72,Wyoming,NonPeak,$15.28,$34.45
JA03,Japan-North,US72,Wyoming,Peak,$18.03,$40.65
JA03,Japan-North,US74,Colorado,NonPeak,$16.05,$31.91
JA03,Japan-North,US74,Colorado,Peak,$18.94,$37.65
JA03,Japan-North,US76,Utah,NonPeak,$16.80,$44.74
JA03,Japan-North,US76,Utah,Peak,$19.82,$52.79
JA03,Japan-North,US77,New Mexico,NonPeak,$17.57,$34.56
JA03,Japan-North,US77,New Mexico,Peak,$20.73,$40.78
JA03,Japan-North,US79,Arizona,NonPeak,$18.33,$32.09
JA03,Japan-North,US79,Arizona,Peak,$21.63,$37.87
JA03,Japan-North,US83,Idaho,NonPeak,$24.38,$44.91
JA03,Japan-North,US83,Idaho,Peak,$28.77,$52.99
JA03,Japan-North,US84,Washington,NonPeak,$16.00,$34.74
JA03,Japan-North,US84,Washington,Peak,$18.88,$40.99
JA03,Japan-North,US85,Oregon,NonPeak,$27.63,$32.26
JA03,Japan-North,US85,Oregon,Peak,$32.60,$38.07
JA03,Japan-North,US86,Nevada,NonPeak,$29.28,$45.09
JA03,Japan-North,US86,Nevada,Peak,$34.55,$53.21
JA03,Japan-North,US87,California-North,NonPeak,$30.90,$34.90
JA03,Japan-North,US87,California-North,Peak,$36.46,$41.18
JA03,Japan-North,US88,California-South,NonPeak,$15.28,$32.44
JA03,Japan-North,US88,California-South,Peak,$18.03,$38.28
JA96,Okinawa,US11,Maine,NonPeak,$16.05,$43.94
JA96,Okinawa,US11,Maine,Peak,$18.94,$51.85
JA96,Okinawa,US12,New Hampshire,NonPeak,$16.80,$33.70
JA96,Okinawa,US12,New Hampshire,Peak,$19.82,$39.77
JA96,Okinawa,US13,Vermont,NonPeak,$17.57,$31.29
JA96,Okinawa,US13,Vermont,Peak,$20.73,$36.92
JA96,Okinawa,US14,Massachusetts,NonPeak,$18.33,$44.05
JA96,Okinawa,US14,Massachusetts,Peak,$21.63,$51.98
JA96,Okinawa,US15,Rhode Island,NonPeak,$24.38,$33.75
JA96,Okinawa,US15,Rhode Island,Peak,$28.77,$39.82
JA96,Okinawa,US16,Connecticut,NonPeak,$16.00,$31.40
JA96,Okinawa,US16,Connecticut,Peak,$18.88,$37.05
JA96,Okinawa,US17,New York,NonPeak,$27.63,$44.17
JA96,Okinawa,US17,New York,Peak,$32.60,$52.12
JA96,Okinawa,US19,New Jersey,NonPeak,$29.28,$33.98
JA96,Okinawa,US19,New Jersey,Peak,$34.55,$40.10
JA96,Okinawa,US20,Pennsylvania,NonPeak,$30.90,$31.45
JA96,Okinawa,US20,Pennsylvania,Peak,$36.46,$37.11
JA96,Okinawa,US22,Delaware,NonPeak,$15.28,$44.28
JA96,Okinawa,US22,Delaware,Peak,$18.03,$52.25
JA96,Okinawa,US23,Maryland,NonPeak,$16.05,$34.11
JA96,Okinawa,US23,Maryland,Peak,$18.94,$40.25
JA96,Okinawa,US24,District Of Columbia,NonPeak,$16.80,$31.63
JA96,Okinawa,US24,District Of Columbia,Peak,$19.82,$37.32
JA96,Okinawa,US25,Virginia,NonPeak,$17.57,$44.51
JA96,Okinawa,US25,Virginia,Peak,$20.73,$52.52
JA96,Okinawa,US27,West Virginia,NonPeak,$18.33,$34.33
JA96,Okinawa,US27,West Virginia,Peak,$21.63,$40.51
JA96,Okinawa,US28,Kentucky,NonPeak,$24.38,$31.74
JA96,Okinawa,US28,Kentucky,Peak,$28.77,$37.45
JA96,Okinawa,US30,Michigan,NonPeak,$16.00,$44.62
JA96,Okinawa,US30,Michigan,Peak,$18.88,$52.65
JA96,Okinawa,US32,Wisconsin,NonPeak,$27.63,$34.45
JA96,Okinawa,US32,Wisconsin,Peak,$32.60,$40.65
JA96,Okinawa,US34,Ohio,NonPeak,$29.28,$31.91
JA96,Okinawa,US34,Ohio,Peak,$34.55,$37.65
JA96,Okinawa,US36,Indiana,NonPeak,$30.90,$44.74
JA96,Okinawa,US36,Indiana,Peak,$36.46,$52.79
JA96,Okinawa,US38,Illinois,NonPeak,$15.28,$34.56
JA96,Okinawa,US38,Illinois,Peak,$18.03,$40.78
JA96,Okinawa,US40,North Carolina,NonPeak,$16.05,$32.09
JA96,Okinawa,US40,North Carolina,Peak,$18.94,$37.87
JA96,Okinawa,US42,Tennessee,NonPeak,$16.80,$44.91
JA96,Okinawa,US42,Tennessee,Peak,$19.82,$52.99
JA96,Okinawa,US44,South Carolina,NonPeak,$17.57,$34.74
JA96,Okinawa,US44,South Carolina,Peak,$20.73,$40.99
JA96,Okinawa,US45,Georgia,NonPeak,$18.33,$32.26
JA96,Okinawa,US45,Georgia,Peak,$21.63,$38.07
JA96,Okinawa,US47,Alabama,NonPeak,$24.38,$45.09
JA96,Okinawa,US47,Alabama,Peak,$28.77,$53.21
JA96,Okinawa,US48,Mississippi,NonPeak,$16.00,$34.90
JA96,Okinawa,US48,Mississippi,Peak,$18.88,$41.18
JA96,Okinawa,US49,Florida-North,NonPeak,$27.63,$32.44
JA96,Okinawa,US49,Florida-North,Peak,$32.60,$38.28
JA96,Okinawa,US4964400,Florida-South,NonPeak,$29.28,$43.94
JA96,Okinawa,US4964400,Florida-South,Peak,$34.55,$51.85
JA96,Okinawa,US4965500,Florida Keys,NonPeak,$30.90,$33.70
JA96,Okinawa,US4965500,Florida Keys,Peak,$36.46,$39.77
JA96,Okinawa,US50,Minnesota,NonPeak,$15.28,$31.29
JA96,Okinawa,US50,Minnesota,Peak,$18.03,$36.92
JA96,Okinawa,US51,North Dakota,NonPeak,$16.05,$44.05
JA96,Okinawa,US51,North Dakota,Peak,$18.94,$51.98
JA96,Okinawa,US52,South Dakota,NonPeak,$16.80,$33.75
JA96,Okinawa,US52,South Dakota,Peak,$19.82,$39.82
JA96,Okinawa,US53,Iowa,NonPeak,$17.57,$31.40
JA96,Okinawa,US53,Iowa,Peak,$20.73,$37.05
JA96,Okinawa,US55,Nebraska,NonPeak,$18.33,$44.17
JA96,Okinawa,US55,Nebraska,Peak,$21.63,$52.12
JA96,Okinawa,US56,Missouri,NonPeak,$24.38,$33.98
JA96,Okinawa,US56,Missouri,Peak,$28.77,$40.10
JA96,Okinawa,US58,Kansas,NonPeak,$16.00,$31.45
JA96,Okinawa,US58,Kansas,Peak,$18.88,$37.11
JA96,Okinawa,US60,Arkansas,NonPeak,$27.63,$44.28
JA96,Okinawa,US60,Arkansas,Peak,$32.60,$52.25
JA96,Okinawa,US62,Oklahoma,NonPeak,$29.28,$34.11
JA96,Okinawa,US62,Oklahoma,Peak,$34.55,$40.25
JA96,Okinawa,US64,Louisiana,NonPeak,$30.90,$31.63
JA96,Okinawa,US64,Louisiana,Peak,$36.46,$37.32
JA96,Okinawa,US66,Texas-North,NonPeak,$15.28,$44.51
JA96,Okinawa,US66,Texas-North,Peak,$18.03,$52.52
JA96,Okinawa,US68,Texas-South,NonPeak,$16.05,$34.33
JA96,Okinawa,US68,Texas-South,Peak,$18.94,$40.51
JA96,Okinawa,US70,Montana,NonPeak,$16.80,$31.74
JA96,Okinawa,US70,Montana,Peak,$19.82,$37.45
JA96,Okinawa,US72,Wyoming,NonPeak,$17.57,$44.62
JA96,Okinawa,US72,Wyoming,Peak,$20.73,$52.65
JA96,Okinawa,US74,Colorado,NonPeak,$18.33,$34.45
JA96,Okinawa,US74,Colorado,Peak,$21.63,$40.65
JA96,Okinawa,US76,Utah,NonPeak,$24.38,$31.91
JA96,Okinawa,US76,Utah,Peak,$28.77,$37.65
JA96,Okinawa,US77,New Mexico,NonPeak,$16.00,$44.74
JA96,Okinawa,US77,New Mexico,Peak,$18.88,$52.79
JA96,Okinawa,US79,Arizona,NonPeak,$27.63,$34.56
JA96,Okinawa,US79,Arizona,Peak,$32.60,$40.78
JA96,Okinawa,US83,Idaho,NonPeak,$29.28,$32.09
JA96,Okinawa,US83,Idaho,Peak,$34.55,$37.87
JA96,Okinawa,US84,Washington,NonPeak,$30.90,$44.91
JA96,Okinawa,US84,Washington,Peak,$36.46,$52.99
JA96,Okinawa,US85,Oregon,NonPeak,$15.28,$34.74
JA96,Okinawa,US85,Oregon,Peak,$18.03,$40.99
JA96,Okinawa,US86,Nevada,NonPeak,$16.05,$32.26
JA96,Okinawa,US86,Nevada,Peak,$18.94,$38.07
JA96,Okinawa,US87,California-North,NonPeak,$16.80,$45.09
JA96,Okinawa,US87,California-North,Peak,$19.82,$53.21
JA96,Okinawa,US88,California-South,NonPeak,$17.57,$34.90
JA96,Okinawa,US88,California-South,Peak,$20.73,$41.18
KS,"Korea, Republic Of",US11,Maine,NonPeak,$18.33,$32.44
KS,"Korea, Republic Of",US11,Maine,Peak,$21.63,$38.28
KS,"Korea, Republic Of",US12,New Hampshire,NonPeak,$24.38,$43.94
KS,"Korea, Republic Of",US12,New Hampshire,Peak,$28.77,$51.85
KS,"Korea, Republic Of",US13,Vermont,NonPeak,$16.00,$33.70
KS,"Korea, Republic Of",US13,Vermont,Peak,$18.88,$39.77
KS,"Korea, Republic Of",US14,Massachusetts,NonPeak,$27.63,$31.29
KS,"Korea, Republic Of",US14,Massachusetts,Peak,$32.60,$36.92
KS,"Korea, Republic Of",US15,Rhode Island,NonPeak,$29.28,$44.05
KS,"Korea, Republic Of",US15,Rhode Island,Peak,$34.55,$51.98
KS,"Korea, Republic Of",US16,Connecticut,NonPeak,$30.90,$33.75
KS,"Korea, Republic Of",US16,Connecticut,Peak,$36.46,$39.82
KS,"Korea, Republic Of",US17,New York,NonPeak,$15.28,$31.40
KS,"Korea, Republic Of",US17,New York,Peak,$18.03,$37.05
KS,"Korea, Republic Of",US19,New Jersey,NonPeak,$16.05,$44.17
KS,"Korea, Republic Of",US19,New Jersey,Peak,$18.94,$52.12
KS,"Korea, Republic Of",US20,Pennsylvania,NonPeak,$16.80,$33.98
KS,"Korea, Republic Of",US20,Pennsylvania,Peak,$19.82,$40.10
KS,"Korea, Republic Of",US22,Delaware,NonPeak,$17.57,$31.45
KS,"Korea, Republic Of",US22,Delaware,Peak,$20.73,$37.11
KS,"Korea, Republic Of",US23,Maryland,NonPeak,$18.33,$44.28
KS,"Korea, Republic Of",US23,Maryland,Peak,$21.63,$52.25
KS,"Korea, Republic Of",US24,District Of Columbia,NonPeak,$24.38,$34.11
KS,"Korea, Republic Of",US24,District Of Columbia,Peak,$28.77,$40.25
KS,"Korea, Republic Of",US25,Virginia,NonPeak,$16.00,$31.63
KS,"Korea, Republic Of",US25,Virginia,Peak,$18.88,$37.32
KS,"Korea, Republic Of",US27,West Virginia,NonPeak,$27.63,$44.51
KS,"Korea, Republic Of",US27,West Virginia,Peak,$32.60,$52.52
KS,"Korea, Republic Of",US28,Kentucky,NonPeak,$29.28,$34.33
KS,"Korea, Republic Of",US28,Kentucky,Peak,$34.55,$40.51
KS,"Korea, Republic Of",US30,Michigan,NonPeak,$30.90,$31.74
KS,"Korea, Republic Of",US30,Michigan,Peak,$36.46,$37.45
KS,"Korea, Republic Of",US32,Wisconsin,NonPeak,$15.28,$44.62
KS,"Korea, Republic Of",US32,Wisconsin,Peak,$18.03,$52.65
KS,"Korea, Republic Of",US34,Ohio,NonPeak,$16.05,$34.45
KS,"Korea, Republic Of",US34,Ohio,Peak,$18.94,$40.65
KS,"Korea, Republic Of",US36,Indiana,NonPeak,$16.80,$31.91
KS,"Korea, Republic Of",US36,Indiana,Peak,$19.82,$37.65
KS,"Korea, Republic Of",US38,Illinois,NonPeak,$17.57,$44.74
KS,"Korea, Republic Of",US38,Illinois,Peak,$20.73,$52.79
KS,"Korea, Republic Of",US40,North Carolina,NonPeak,$18.33,$34.56
KS,"Korea, Republic Of",US40,North Carolina,Peak,$21.63,$40.78
KS,"Korea, Republic Of",US42,Tennessee,NonPeak,$24.38,$32.09
KS,"Korea, Republic Of",US42,Tennessee,Peak,$28.77,$37.87
KS,"Korea, Republic Of",US44,South Carolina,NonPeak,$16.00,$44.91
KS,"Korea, Republic Of",US44,South Carolina,Peak,$18.88,$52.99
KS,"Korea, Republic Of",US45,Georgia,NonPeak,$27.63,$34.74
KS,"Korea, Republic Of",US45,Georgia,Peak,$32.60,$40.99
KS,"Korea, Republic Of",US47,Alabama,NonPeak,$29.28,$32.26
KS,"Korea, Republic Of",US47,Alabama,Peak,$34.55,$38.07
KS,"Korea, Republic Of",US48,Mississippi,NonPeak,$30.90,$45.09
KS,"Korea, Republic Of",US48,Mississippi,Peak,$36.46,$53.21
KS,"Korea, Republic Of",US49,Florida-North,NonPeak,$15.28,$34.90
KS,"Korea, Republic Of",US49,Florida-North,Peak,$18.03,$41.18
KS,"Korea, Republic Of",US4964400,Florida-South,NonPeak,$16.05,$32.44
KS,"Korea, Republic Of",US4964400,Florida-South,Peak,$18.94,$38.28
KS,"Korea, Republic Of",US4965500,Florida Keys,NonPeak,$16.80,$43.94
KS,"Korea, Republic Of",US4965500,Florida Keys,Peak,$19.82,$51.85
KS,"Korea, Republic Of",US50,Minnesota,NonPeak,$17.57,$33.70
KS,"Korea, Republic Of",US50,Minnesota,Peak,$20.73,$39.77
KS,"Korea, Republic Of",US51,North Dakota,NonPeak,$18.33,$31.29
KS,"Korea, Republic Of",US51,North Dakota,Peak,$21.63,$36.92
KS,"Korea, Republic Of",US52,South Dakota,NonPeak,$24.38,$44.05
KS,"Korea, Republic Of",US52,South Dakota,Peak,$28.77,$51.98
KS,"Korea, Republic Of",US53,Iowa,NonPeak,$16.00,$33.75
KS,"Korea, Republic Of",US53,Iowa,Peak,$18.88,$39.82
KS,"Korea, Republic Of",US55,Nebraska,NonPeak,$27.63,$31.40
KS,"Korea, Republic Of",US55,Nebraska,Peak,$32.60,$37.05
KS,"Korea, Republic Of",US56,Missouri,NonPeak,$29.28,$44.17
KS,"Korea, Republic Of",US56,Missouri,Peak,$34.55,$52.12
KS,"Korea, Republic Of",US58,Kansas,NonPeak,$30.90,$33.98
KS,"Korea, Republic Of",US58,Kansas,Peak,$36.46,$40.10
KS,"Korea, Republic Of",US60,Arkansas,NonPeak,$15.28,$31.45
KS,"Korea, Republic Of",US60,Arkansas,Peak,$18.03,$37.11
KS,"Korea, Republic Of",US62,Oklahoma,NonPeak,$16.05,$44.28
KS,"Korea, Republic Of",US62,Oklahoma,Peak,$18.94,$52.25
KS,"Korea, Republic Of",US64,Louisiana,NonPeak,$16.80,$34.11
KS,"Korea, Republic Of",US64,Louisiana,Peak,$19.82,$40.25
KS,"Korea, Republic Of",US66,Texas-North,NonPeak,$17.57,$31.63
KS,"Korea, Republic Of",US66,Texas-North,Peak,$20.73,$37.32
KS,"Korea, Republic Of",US68,Texas-South,NonPeak,$18.33,$44.51
KS,"Korea, Republic Of",US68,Texas-South,Peak,$21.63,$52.52
KS,"Korea, Republic Of",US70,Montana,NonPeak,$24.38,$34.33
KS,"Korea, Republic Of",US70,Montana,Peak,$28.77,$40.51
KS,"Korea, Republic Of",US72,Wyoming,NonPeak,$16.00,$31.74
KS,"Korea, Republic Of",US72,Wyoming,Peak,$18.88,$37.45
KS,"Korea, Republic Of",US74,Colorado,NonPeak,$27.63,$44.62
KS,"Korea, Republic Of",US74,Colorado,Peak,$32.60,$52.65
KS,"Korea, Republic Of",US76,Utah,NonPeak,$29.28,$34.45
KS,"Korea, Republic Of",US76,Utah,Peak,$34.55,$40.65
KS,"Korea, Republic Of",US77,New Mexico,NonPeak,$30.90,$31.91
KS,"Korea, Republic Of",US77,New Mexico,Peak,$36.46,$37.65
KS,"Korea, Republic Of",US79,Arizona,NonPeak,$15.28,$44.74
KS,"Korea, Republic Of",US79,Arizona,Peak,$18.03,$52.79
KS,"Korea, Republic Of",US83,Idaho,NonPeak,$16.05,$34.56
KS,"Korea, Republic Of",US83,Idaho,Peak,$18.94,$40.78
KS,"Korea, Republic Of",US84,Washington,NonPeak,$16.80,$32.09
KS,"Korea, Republic Of",US84,Washington,Peak,$19.82,$37.87
KS,"Korea, Republic Of",US85,Oregon,NonPeak,$17.57,$44.91
KS,"Korea, Republic Of",US85,Oregon,Peak,$20.73,$52.99
KS,"Korea, Republic Of",US86,Nevada,NonPeak,$18.33,$34.74
KS,"Korea, Republic Of",US86,Nevada,Peak,$21.63,$40.99
KS,"Korea, Republic Of",US87,California-North,NonPeak,$24.38,$32.26
KS,"Korea, Republic Of",US87,California-North,Peak,$28.77,$38.07
KS,"Korea, Republic Of",US88,California-South,NonPeak,$16.00,$45.09
KS,"Korea, Republic Of",US88,California-South,Peak,$18.88,$53.21
KU,Kuwait,US11,Maine,NonPeak,$27.63,$34.90
KU,Kuwait,US11,Maine,Peak,$32.60,$41.18
KU,Kuwait,US12,New Hampshire,NonPeak,$29.28,$32.44
KU,Kuwait,US12,New Hampshire,Peak,$34.55,$38.28
KU,Kuwait,US13,Vermont,NonPeak,$30.90,$43.94
KU,Kuwait,US13,Vermont,Peak,$36.46,$51.85
KU,Kuwait,US14,Massachusetts,NonPeak,$15.28,$33.70
KU,Kuwait,US14,Massachusetts,Peak,$18.03,$39.77
KU,Kuwait,US15,Rhode Island,NonPeak,$16.05,$31.29
KU,Kuwait,US15,Rhode Island,Peak,$18.94,$36.92
KU,Kuwait,US16,Connecticut,NonPeak,$16.80,$44.05
KU,Kuwait,US16,Connecticut,Peak,$19.82,$51.98
KU,Kuwait,US17,New York,NonPeak,$17.57,$33.75
KU,Kuwait,US17,New York,Peak,$20.73,$39.82
KU,Kuwait,US19,New Jersey,NonPeak,$18.33,$31.40
KU,Kuwait,US19,New Jersey,Peak,$21.63,$37.05
KU,Kuwait,US20,Pennsylvania,NonPeak,$24.38,$44.17
KU,Kuwait,US20,Pennsylvania,Peak,$28.77,$52.12
KU,Kuwait,US22,Delaware,NonPeak,$16.00,$33.98
KU,Kuwait,US22,Delaware,Peak,$18.88,$40.10
KU,Kuwait,US23,Maryland,NonPeak,$27.63,$31.45
KU,Kuwait,US23,Maryland,Peak,$32.60,$37.11
KU,Kuwait,US24,District Of Columbia,NonPeak,$29.28,$44.28
KU,Kuwait,US24,District Of Columbia,Peak,$34.55,$52.25
KU,Kuwait,US25,Virginia,NonPeak,$30.90,$34.11
KU,Kuwait,US25,Virginia,Peak,$36.46,$40.25
KU,Kuwait,US27,West Virginia,NonPeak,$15.28,$31.63
KU,Kuwait,US27,West Virginia,Peak,$18.03,$37.32
KU,Kuwait,US28,Kentucky,NonPeak,$16.05,$44.51
KU,Kuwait,US28,Kentucky,Peak,$18.94,$52.52
KU,Kuwait,US30,Michigan,NonPeak,$16.80,$34.33
KU,Kuwait,US30,Michigan,Peak,$19.82,$40.51
KU,Kuwait,US32,Wisconsin,NonPeak,$17.57,$31.74
KU,Kuwait,US32,Wisconsin,Peak,$20.73,$37.45
KU,Kuwait,US34,Ohio,NonPeak,$18.33,$44.62
KU,Kuwait,US34,Ohio,Peak,$21.63,$52.65
KU,Kuwait,US36,Indiana,NonPeak,$24.38,$34.45
KU,Kuwait,US36,Indiana,Peak,$28.77,$40.65
KU,Kuwait,US38,Illinois,NonPeak,$16.00,$31.91
KU,Kuwait,US38,Illinois,Peak,$18.88,$37.65
KU,Kuwait,US40,North Carolina,NonPeak,$27.63,$44.74
KU,Kuwait,US40,North Carolina,Peak,$32.60,$52.79
KU,Kuwait,US42,Tennessee,NonPeak,$29.28,$34.56
KU,Kuwait,US42,Tennessee,Peak,$34.55,$40.78
KU,Kuwait,US44,South Carolina,NonPeak,$30.90,$32.09
KU,Kuwait,US44,South Carolina,Peak,$36.46,$37.87
KU,Kuwait,US45,Georgia,NonPeak,$15.28,$44.91
KU,Kuwait,US45,Georgia,Peak,$18.03,$52.99
KU,Kuwait,US47,Alabama,NonPeak,$16.05,$34.74
KU,Kuwait,US47,Alabama,Peak,$18.94,$40.99
KU,Kuwait,US48,Mississippi,NonPeak,$16.80,$32.26
KU,Kuwait,US48,Mississippi,Peak,$19.82,$38.07
KU,Kuwait,US49,Florida-North,NonPeak,$17.57,$45.09
KU,Kuwait,US49,Florida-North,Peak,$20.73,$53.21
KU,Kuwait,US4964400,Florida-South,NonPeak,$18.33,$34.90
KU,Kuwait,US4964400,Florida-South,Peak,$21.63,$41.18
KU,Kuwait,US4965500,Florida Keys,NonPeak,$24.38,$32.44
KU,Kuwait,US4965500,Florida Keys,Peak,$28.77,$38.28
KU,Kuwait,US50,Minnesota,NonPeak,$16.00,$43.94
KU,Kuwait,US50,Minnesota,Peak,$18.88,$51.85
KU,Kuwait,US51,North Dakota,NonPeak,$27.63,$33.70
KU,Kuwait,US51,North Dakota,Peak,$32.60,$39.77
KU,Kuwait,US52,South Dakota,NonPeak,$29.28,$31.29
KU,Kuwait,US52,South Dakota,Peak,$34.55,$36.92
KU,Kuwait,US53,Iowa,NonPeak,$30.90,$44.05
KU,Kuwait,US53,Iowa,Peak,$36.46,$51.98
KU,Kuwait,US55,Nebraska,NonPeak,$15.28,$33.75
KU,Kuwait,US55,Nebraska,Peak,$18.03,$39.82
KU,Kuwait,US56,Missouri,NonPeak,$16.05,$31.40
KU,Kuwait,US56,Missouri,Peak,$18.94,$37.05
KU,Kuwait,US58,Kansas,NonPeak,$16.80,$44.17
KU,Kuwait,US58,Kansas,Peak,$19.82,$52.12
KU,Kuwait,US60,Arkansas,NonPeak,$17.57,$33.98
KU,Kuwait,US60,Arkansas,Peak,$20.73,$40.10
KU,Kuwait,US62,Oklahoma,NonPeak,$18.33,$31.45
KU,Kuwait,US62,Oklahoma,Peak,$21.63,$37.11
KU,Kuwait,US64,Louisiana,NonPeak,$24.38,$44.28
KU,Kuwait,US64,Louisiana,Peak,$28.77,$52.25
KU,Kuwait,US66,Texas-North,NonPeak,$16.00,$34.11
KU,Kuwait,US66,Texas-North,Peak,$18.88,$40.25
KU,Kuwait,US68,Texas-South,NonPeak,$27.63,$31.63
KU,Kuwait,US68,Texas-South,Peak,$32.60,$37.32
KU,Kuwait,US70,Montana,NonPeak,$29.28,$44.51
KU,Kuwait,US70,Montana,Peak,$34.55,$52.52
KU,Kuwait,US72,Wyoming,NonPeak,$30.90,$34.33
KU,Kuwait,US72,Wyoming,Peak,$36.46,$40.51
KU,Kuwait,US74,Colorado,NonPeak,$15.28,$31.74
KU,Kuwait,US74,Colorado,Peak,$18.03,$37.45
KU,Kuwait,US76,Utah,NonPeak,$16.05,$44.62
KU,Kuwait,US76,Utah,Peak,$18.94,$52.65
KU,Kuwait,US77,New Mexico,NonPeak,$16.80,$34.45
