service_area_number,origin_service_area,services_schedule,season,weight_lower,weight_upper,miles_lower,miles_upper,escalation_number,rate
416.0,"Minneapolis, MN",3,Peak,10000,999999,251,500,0,$10.772
416.0,"Minneapolis, MN",3,Peak,10000,999999,501,1000,0,$11.235
416.0,"Minneapolis, MN",3,Peak,10000,999999,1001,1500,0,$11.698
416.0,"Minneapolis, MN",3,Peak,10000,999999,1501,2000,0,$12.161
416.0,"Minneapolis, MN",3,Peak,10000,999999,2001,2500,0,$12.624
416.0,"Minneapolis, MN",3,Peak,10000,999999,2501,3000,0,$13.087
416.0,"Minneapolis, MN",3,Peak,10000,999999,3001,3500,0,$13.549
416.0,"Minneapolis, MN",3,Peak,10000,999999,3501,4000,0,$14.012
416.0,"Minneapolis, MN",3,Peak,10000,999999,4001,999999,0,$33.360
417.0,"Minneapolis, MN Metro",3,NonPeak,500,4999,0,250,0,$2.161
417.0,"Minneapolis, MN Metro",3,NonPeak,500,4999,251,500,0,$2.379
417.0,"Minneapolis, MN Metro",3,NonPeak,500,4999,501,1000,0,$2.815
417.0,"Minneapolis, MN Metro",3,NonPeak,500,4999,1001,1500,0,$3.252
417.0,"Minneapolis, MN Metro",3,NonPeak,500,4999,1501,2000,0,$3.688
417.0,"Minneapolis, MN Metro",3,NonPeak,500,4999,2001,2500,0,$4.124
417.0,"Minneapolis, MN Metro",3,NonPeak,500,4999,2501,3000,0,$4.560
417.0,"Minneapolis, MN Metro",3,NonPeak,500,4999,3001,3500,0,$4.997
417.0,"Minneapolis, MN Metro",3,NonPeak,500,4999,3501,4000,0,$5.433
417.0,"Minneapolis, MN Metro",3,NonPeak,500,4999,4001,999999,0,$23.669
417.0,"Minneapolis, MN Metro",3,NonPeak,5000,9999,0,250,0,$4.105
417.0,"Minneapolis, MN Metro",3,NonPeak,5000,9999,251,500,0,$4.323
417.0,"Minneapolis, MN Metro",3,NonPeak,5000,9999,501,1000,0,$4.759
417.0,"Minneapolis, MN Metro",3,NonPeak,5000,9999,1001,1500,0,$5.195
417.0,"Minneapolis, MN Metro",3,NonPeak,5000,9999,1501,2000,0,$5.631
417.0,"Minneapolis, MN Metro",3,NonPeak,5000,9999,2001,2500,0,$6.068
417.0,"Minneapolis, MN Metro",3,NonPeak,5000,9999,2501,3000,0,$6.504
417.0,"Minneapolis, MN Metro",3,NonPeak,5000,9999,3001,3500,0,$6.940
417.0,"Minneapolis, MN Metro",3,NonPeak,5000,9999,3501,4000,0,$7.376
417.0,"Minneapolis, MN Metro",3,NonPeak,5000,9999,4001,999999,0,$25.612
417.0,"Minneapolis, MN Metro",3,NonPeak,10000,999999,0,250,0,$9.935
417.0,"Minneapolis, MN Metro",3,NonPeak,10000,999999,251,500,0,$10.153
417.0,"Minneapolis, MN Metro",3,NonPeak,10000,999999,501,1000,0,$10.589
417.0,"Minneapolis, MN Metro",3,NonPeak,10000,999999,1001,1500,0,$11.026
417.0,"Minneapolis, MN Metro",3,NonPeak,10000,999999,1501,2000,0,$11.462
417.0,"Minneapolis, MN Metro",3,NonPeak,10000,999999,2001,2500,0,$11.898
417.0,"Minneapolis, MN Metro",3,NonPeak,10000,999999,2501,3000,0,$12.334
417.0,"Minneapolis, MN Metro",3,NonPeak,10000,999999,3001,3500,0,$12.771
417.0,"Minneapolis, MN Metro",3,NonPeak,10000,999999,3501,4000,0,$13.207
417.0,"Minneapolis, MN Metro",3,NonPeak,10000,999999,4001,999999,0,$31.443
417.0,"Minneapolis, MN Metro",3,Peak,500,4999,0,250,0,$2.293
417.0,"Minneapolis, MN Metro",3,Peak,500,4999,251,500,0,$2.524
417.0,"Minneapolis, MN Metro",3,Peak,500,4999,501,1000,0,$2.987
417.0,"Minneapolis, MN Metro",3,Peak,500,4999,1001,1500,0,$3.450
417.0,"Minneapolis, MN Metro",3,Peak,500,4999,1501,2000,0,$3.913
417.0,"Minneapolis, MN Metro",3,Peak,500,4999,2001,2500,0,$4.376
417.0,"Minneapolis, MN Metro",3,Peak,500,4999,2501,3000,0,$4.839
417.0,"Minneapolis, MN Metro",3,Peak,500,4999,3001,3500,0,$5.301
417.0,"Minneapolis, MN Metro",3,Peak,500,4999,3501,4000,0,$5.764
417.0,"Minneapolis, MN Metro",3,Peak,500,4999,4001,999999,0,$25.112
417.0,"Minneapolis, MN Metro",3,Peak,5000,9999,0,250,0,$4.355
417.0,"Minneapolis, MN Metro",3,Peak,5000,9999,251,500,0,$4.586
417.0,"Minneapolis, MN Metro",3,Peak,5000,9999,501,1000,0,$5.049
417.0,"Minneapolis, MN Metro",3,Peak,5000,9999,1001,1500,0,$5.512
417.0,"Minneapolis, MN Metro",3,Peak,5000,9999,1501,2000,0,$5.975
417.0,"Minneapolis, MN Metro",3,Peak,5000,9999,2001,2500,0,$6.438
417.0,"Minneapolis, MN Metro",3,Peak,5000,9999,2501,3000,0,$6.900
417.0,"Minneapolis, MN Metro",3,Peak,5000,9999,3001,3500,0,$7.363
417.0,"Minneapolis, MN Metro",3,Peak,5000,9999,3501,4000,0,$7.826
417.0,"Minneapolis, MN Metro",3,Peak,5000,9999,4001,999999,0,$27.174
417.0,"Minneapolis, MN Metro",3,Peak,10000,999999,0,250,0,$10.541
417.0,"Minneapolis, MN Metro",3,Peak,10000,999999,251,500,0,$10.772
417.0,"Minneapolis, MN Metro",3,Peak,10000,999999,501,1000,0,$11.235
417.0,"Minneapolis, MN Metro",3,Peak,10000,999999,1001,1500,0,$11.698
417.0,"Minneapolis, MN Metro",3,Peak,10000,999999,1501,2000,0,$12.161
417.0,"Minneapolis, MN Metro",3,Peak,10000,999999,2001,2500,0,$12.624
417.0,"Minneapolis, MN Metro",3,Peak,10000,999999,2501,3000,0,$13.087
417.0,"Minneapolis, MN Metro",3,Peak,10000,999999,3001,3500,0,$13.549
417.0,"Minneapolis, MN Metro",3,Peak,10000,999999,3501,4000,0,$14.012
417.0,"Minneapolis, MN Metro",3,Peak,10000,999999,4001,999999,0,$33.360
420.0,"Rochester, MN",3,NonPeak,500,4999,0,250,0,$2.161
420.0,"Rochester, MN",3,NonPeak,500,4999,251,500,0,$2.379
420.0,"Rochester, MN",3,NonPeak,500,4999,501,1000,0,$2.815
420.0,"Rochester, MN",3,NonPeak,500,4999,1001,1500,0,$3.252
420.0,"Rochester, MN",3,NonPeak,500,4999,1501,2000,0,$3.688
420.0,"Rochester, MN",3,NonPeak,500,4999,2001,2500,0,$4.124
420.0,"Rochester, MN",3,NonPeak,500,4999,2501,3000,0,$4.560
420.0,"Rochester, MN",3,NonPeak,500,4999,3001,3500,0,$4.997
420.0,"Rochester, MN",3,NonPeak,500,4999,3501,4000,0,$5.433
420.0,"Rochester, MN",3,NonPeak,500,4999,4001,999999,0,$23.669
420.0,"Rochester, MN",3,NonPeak,5000,9999,0,250,0,$4.105
420.0,"Rochester, MN",3,NonPeak,5000,9999,251,500,0,$4.323
420.0,"Rochester, MN",3,NonPeak,5000,9999,501,1000,0,$4.759
420.0,"Rochester, MN",3,NonPeak,5000,9999,1001,1500,0,$5.195
420.0,"Rochester, MN",3,NonPeak,5000,9999,1501,2000,0,$5.631
420.0,"Rochester, MN",3,NonPeak,5000,9999,2001,2500,0,$6.068
420.0,"Rochester, MN",3,NonPeak,5000,9999,2501,3000,0,$6.504
420.0,"Rochester, MN",3,NonPeak,5000,9999,3001,3500,0,$6.940
420.0,"Rochester, MN",3,NonPeak,5000,9999,3501,4000,0,$7.376
420.0,"Rochester, MN",3,NonPeak,5000,9999,4001,999999,0,$25.612
420.0,"Rochester, MN",3,NonPeak,10000,999999,0,250,0,$9.935
420.0,"Rochester, MN",3,NonPeak,10000,999999,251,500,0,$10.153
420.0,"Rochester, MN",3,NonPeak,10000,999999,501,1000,0,$10.589
420.0,"Rochester, MN",3,NonPeak,10000,999999,1001,1500,0,$11.026
420.0,"Rochester, MN",3,NonPeak,10000,999999,1501,2000,0,$11.462
420.0,"Rochester, MN",3,NonPeak,10000,999999,2001,2500,0,$11.898
420.0,"Rochester, MN",3,NonPeak,10000,999999,2501,3000,0,$12.334
420.0,"Rochester, MN",3,NonPeak,10000,999999,3001,3500,0,$12.771
420.0,"Rochester, MN",3,NonPeak,10000,999999,3501,4000,0,$13.207
420.0,"Rochester, MN",3,NonPeak,10000,999999,4001,999999,0,$31.443
420.0,"Rochester, MN",3,Peak,500,4999,0,250,0,$2.293
420.0,"Rochester, MN",3,Peak,500,4999,251,500,0,$2.524
420.0,"Rochester, MN",3,Peak,500,4999,501,1000,0,$2.987
420.0,"Rochester, MN",3,Peak,500,4999,1001,1500,0,$3.450
420.0,"Rochester, MN",3,Peak,500,4999,1501,2000,0,$3.913
420.0,"Rochester, MN",3,Peak,500,4999,2001,2500,0,$4.376
420.0,"Rochester, MN",3,Peak,500,4999,2501,3000,0,$4.839
420.0,"Rochester, MN",3,Peak,500,4999,3001,3500,0,$5.301
420.0,"Rochester, MN",3,Peak,500,4999,3501,4000,0,$5.764
420.0,"Rochester, MN",3,Peak,500,4999,4001,999999,0,$25.112
420.0,"Rochester, MN",3,Peak,5000,9999,0,250,0,$4.355
420.0,"Rochester, MN",3,Peak,5000,9999,251,500,0,$4.586
420.0,"Rochester, MN",3,Peak,5000,9999,501,1000,0,$5.049
420.0,"Rochester, MN",3,Peak,5000,9999,1001,1500,0,$5.512
420.0,"Rochester, MN",3,Peak,5000,9999,1501,2000,0,$5.975
420.0,"Rochester, MN",3,Peak,5000,9999,2001,2500,0,$6.438
420.0,"Rochester, MN",3,Peak,5000,9999,2501,3000,0,$6.900
420.0,"Rochester, MN",3,Peak,5000,9999,3001,3500,0,$7.363
420.0,"Rochester, MN",3,Peak,5000,9999,3501,4000,0,$7.826
420.0,"Rochester, MN",3,Peak,5000,9999,4001,999999,0,$27.174
420.0,"Rochester, MN",3,Peak,10000,999999,0,250,0,$10.541
420.0,"Rochester, MN",3,Peak,10000,999999,251,500,0,$10.772
420.0,"Rochester, MN",3,Peak,10000,999999,501,1000,0,$11.235
420.0,"Rochester, MN",3,Peak,10000,999999,1001,1500,0,$11.698
420.0,"Rochester, MN",3,Peak,10000,999999,1501,2000,0,$12.161
420.0,"Rochester, MN",3,Peak,10000,999999,2001,2500,0,$12.624
420.0,"Rochester, MN",3,Peak,10000,999999,2501,3000,0,$13.087
420.0,"Rochester, MN",3,Peak,10000,999999,3001,3500,0,$13.549
420.0,"Rochester, MN",3,Peak,10000,999999,3501,4000,0,$14.012
420.0,"Rochester, MN",3,Peak,10000,999999,4001,999999,0,$33.360
424.0,"Greenville, MS",3,NonPeak,500,4999,0,250,0,$2.161
424.0,"Greenville, MS",3,NonPeak,500,4999,251,500,0,$2.379
424.0,"Greenville, MS",3,NonPeak,500,4999,501,1000,0,$2.815
424.0,"Greenville, MS",3,NonPeak,500,4999,1001,1500,0,$3.252
424.0,"Greenville, MS",3,NonPeak,500,4999,1501,2000,0,$3.688
424.0,"Greenville, MS",3,NonPeak,500,4999,2001,2500,0,$4.124
424.0,"Greenville, MS",3,NonPeak,500,4999,2501,3000,0,$4.560
424.0,"Greenville, MS",3,NonPeak,500,4999,3001,3500,0,$4.997
424.0,"Greenville, MS",3,NonPeak,500,4999,3501,4000,0,$5.433
424.0,"Greenville, MS",3,NonPeak,500,4999,4001,999999,0,$23.669
424.0,"Greenville, MS",3,NonPeak,5000,9999,0,250,0,$4.105
424.0,"Greenville, MS",3,NonPeak,5000,9999,251,500,0,$4.323
424.0,"Greenville, MS",3,NonPeak,5000,9999,501,1000,0,$4.759
424.0,"Greenville, MS",3,NonPeak,5000,9999,1001,1500,0,$5.195
424.0,"Greenville, MS",3,NonPeak,5000,9999,1501,2000,0,$5.631
424.0,"Greenville, MS",3,NonPeak,5000,9999,2001,2500,0,$6.068
424.0,"Greenville, MS",3,NonPeak,5000,9999,2501,3000,0,$6.504
424.0,"Greenville, MS",3,NonPeak,5000,9999,3001,3500,0,$6.940
424.0,"Greenville, MS",3,NonPeak,5000,9999,3501,4000,0,$7.376
424.0,"Greenville, MS",3,NonPeak,5000,9999,4001,999999,0,$25.612
424.0,"Greenville, MS",3,NonPeak,10000,999999,0,250,0,$9.935
424.0,"Greenville, MS",3,NonPeak,10000,999999,251,500,0,$10.153
424.0,"Greenville, MS",3,NonPeak,10000,999999,501,1000,0,$10.589
424.0,"Greenville, MS",3,NonPeak,10000,999999,1001,1500,0,$11.026
424.0,"Greenville, MS",3,NonPeak,10000,999999,1501,2000,0,$11.462
424.0,"Greenville, MS",3,NonPeak,10000,999999,2001,2500,0,$11.898
424.0,"Greenville, MS",3,NonPeak,10000,999999,2501,3000,0,$12.334
424.0,"Greenville, MS",3,NonPeak,10000,999999,3001,3500,0,$12.771
424.0,"Greenville, MS",3,NonPeak,10000,999999,3501,4000,0,$13.207
424.0,"Greenville, MS",3,NonPeak,10000,999999,4001,999999,0,$31.443
424.0,"Greenville, MS",3,Peak,500,4999,0,250,0,$2.293
424.0,"Greenville, MS",3,Peak,500,4999,251,500,0,$2.524
424.0,"Greenville, MS",3,Peak,500,4999,501,1000,0,$2.987
424.0,"Greenville, MS",3,Peak,500,4999,1001,1500,0,$3.450
424.0,"Greenville, MS",3,Peak,500,4999,1501,2000,0,$3.913
424.0,"Greenville, MS",3,Peak,500,4999,2001,2500,0,$4.376
424.0,"Greenville, MS",3,Peak,500,4999,2501,3000,0,$4.839
424.0,"Greenville, MS",3,Peak,500,4999,3001,3500,0,$5.301
424.0,"Greenville, MS",3,Peak,500,4999,3501,4000,0,$5.764
424.0,"Greenville, MS",3,Peak,500,4999,4001,999999,0,$25.112
424.0,"Greenville, MS",3,Peak,5000,9999,0,250,0,$4.355
424.0,"Greenville, MS",3,Peak,5000,9999,251,500,0,$4.586
424.0,"Greenville, MS",3,Peak,5000,9999,501,1000,0,$5.049
424.0,"Greenville, MS",3,Peak,5000,9999,1001,1500,0,$5.512
424.0,"Greenville, MS",3,Peak,5000,9999,1501,2000,0,$5.975
424.0,"Greenville, MS",3,Peak,5000,9999,2001,2500,0,$6.438
424.0,"Greenville, MS",3,Peak,5000,9999,2501,3000,0,$6.900
424.0,"Greenville, MS",3,Peak,5000,9999,3001,3500,0,$7.363
424.0,"Greenville, MS",3,Peak,5000,9999,3501,4000,0,$7.826
424.0,"Greenville, MS",3,Peak,5000,9999,4001,999999,0,$27.174
424.0,"Greenville, MS",3,Peak,10000,999999,0,250,0,$10.541
424.0,"Greenville, MS",3,Peak,10000,999999,251,500,0,$10.772
424.0,"Greenville, MS",3,Peak,10000,999999,501,1000,0,$11.235
424.0,"Greenville, MS",3,Peak,10000,999999,1001,1500,0,$11.698
424.0,"Greenville, MS",3,Peak,10000,999999,1501,2000,0,$12.161
424.0,"Greenville, MS",3,Peak,10000,999999,2001,2500,0,$12.624
424.0,"Greenville, MS",3,Peak,10000,999999,2501,3000,0,$13.087
424.0,"Greenville, MS",3,Peak,10000,999999,3001,3500,0,$13.549
424.0,"Greenville, MS",3,Peak,10000,999999,3501,4000,0,$14.012
424.0,"Greenville, MS",3,Peak,10000,999999,4001,999999,0,$33.360
428.0,"Gulfport, MS",1,NonPeak,500,4999,0,250,0,$2.161
428.0,"Gulfport, MS",1,NonPeak,500,4999,251,500,0,$2.379
428.0,"Gulfport, MS",1,NonPeak,500,4999,501,1000,0,$2.815
428.0,"Gulfport, MS",1,NonPeak,500,4999,1001,1500,0,$3.252
428.0,"Gulfport, MS",1,NonPeak,500,4999,1501,2000,0,$3.688
428.0,"Gulfport, MS",1,NonPeak,500,4999,2001,2500,0,$4.124
428.0,"Gulfport, MS",1,NonPeak,500,4999,2501,3000,0,$4.560
428.0,"Gulfport, MS",1,NonPeak,500,4999,3001,3500,0,$4.997
428.0,"Gulfport, MS",1,NonPeak,500,4999,3501,4000,0,$5.433
428.0,"Gulfport, MS",1,NonPeak,500,4999,4001,999999,0,$23.669
428.0,"Gulfport, MS",1,NonPeak,5000,9999,0,250,0,$4.105
428.0,"Gulfport, MS",1,NonPeak,5000,9999,251,500,0,$4.323
428.0,"Gulfport, MS",1,NonPeak,5000,9999,501,1000,0,$4.759
428.0,"Gulfport, MS",1,NonPeak,5000,9999,1001,1500,0,$5.195
428.0,"Gulfport, MS",1,NonPeak,5000,9999,1501,2000,0,$5.631
428.0,"Gulfport, MS",1,NonPeak,5000,9999,2001,2500,0,$6.068
428.0,"Gulfport, MS",1,NonPeak,5000,9999,2501,3000,0,$6.504
428.0,"Gulfport, MS",1,NonPeak,5000,9999,3001,3500,0,$6.940
428.0,"Gulfport, MS",1,NonPeak,5000,9999,3501,4000,0,$7.376
428.0,"Gulfport, MS",1,NonPeak,5000,9999,4001,999999,0,$25.612
428.0,"Gulfport, MS",1,NonPeak,10000,999999,0,250,0,$9.935
428.0,"Gulfport, MS",1,NonPeak,10000,999999,251,500,0,$10.153
428.0,"Gulfport, MS",1,NonPeak,10000,999999,501,1000,0,$10.589
428.0,"Gulfport, MS",1,NonPeak,10000,999999,1001,1500,0,$11.026
428.0,"Gulfport, MS",1,NonPeak,10000,999999,1501,2000,0,$11.462
428.0,"Gulfport, MS",1,NonPeak,10000,999999,2001,2500,0,$11.898
428.0,"Gulfport, MS",1,NonPeak,10000,999999,2501,3000,0,$12.334
428.0,"Gulfport, MS",1,NonPeak,10000,999999,3001,3500,0,$12.771
428.0,"Gulfport, MS",1,NonPeak,10000,999999,3501,4000,0,$13.207
428.0,"Gulfport, MS",1,NonPeak,10000,999999,4001,999999,0,$31.443
428.0,"Gulfport, MS",1,Peak,500,4999,0,250,0,$2.293
428.0,"Gulfport, MS",1,Peak,500,4999,251,500,0,$2.524
428.0,"Gulfport, MS",1,Peak,500,4999,501,1000,0,$2.987
428.0,"Gulfport, MS",1,Peak,500,4999,1001,1500,0,$3.450
428.0,"Gulfport, MS",1,Peak,500,4999,1501,2000,0,$3.913
428.0,"Gulfport, MS",1,Peak,500,4999,2001,2500,0,$4.376
428.0,"Gulfport, MS",1,Peak,500,4999,2501,3000,0,$4.839
428.0,"Gulfport, MS",1,Peak,500,4999,3001,3500,0,$5.301
428.0,"Gulfport, MS",1,Peak,500,4999,3501,4000,0,$5.764
428.0,"Gulfport, MS",1,Peak,500,4999,4001,999999,0,$25.112
428.0,"Gulfport, MS",1,Peak,5000,9999,0,250,0,$4.355
428.0,"Gulfport, MS",1,Peak,5000,9999,251,500,0,$4.586
428.0,"Gulfport, MS",1,Peak,5000,9999,501,1000,0,$5.049
428.0,"Gulfport, MS",1,Peak,5000,9999,1001,1500,0,$5.512
428.0,"Gulfport, MS",1,Peak,5000,9999,1501,2000,0,$5.975
428.0,"Gulfport, MS",1,Peak,5000,9999,2001,2500,0,$6.438
428.0,"Gulfport, MS",1,Peak,5000,9999,2501,3000,0,$6.900
428.0,"Gulfport, MS",1,Peak,5000,9999,3001,3500,0,$7.363
428.0,"Gulfport, MS",1,Peak,5000,9999,3501,4000,0,$7.826
428.0,"Gulfport, MS",1,Peak,5000,9999,4001,999999,0,$27.174
428.0,"Gulfport, MS",1,Peak,10000,999999,0,250,0,$10.541
428.0,"Gulfport, MS",1,Peak,10000,999999,251,500,0,$10.772
428.0,"Gulfport, MS",1,Peak,10000,999999,501,1000,0,$11.235
428.0,"Gulfport, MS",1,Peak,10000,999999,1001,1500,0,$11.698
428.0,"Gulfport, MS",1,Peak,10000,999999,1501,2000,0,$12.161
428.0,"Gulfport, MS",1,Peak,10000,999999,2001,2500,0,$12.624
428.0,"Gulfport, MS",1,Peak,10000,999999,2501,3000,0,$13.087
428.0,"Gulfport, MS",1,Peak,10000,999999,3001,3500,0,$13.549
428.0,"Gulfport, MS",1,Peak,10000,999999,3501,4000,0,$14.012
428.0,"Gulfport, MS",1,Peak,10000,999999,4001,999999,0,$33.360
432.0,"Jackson, MS",3,NonPeak,500,4999,0,250,0,$1.845
432.0,"Jackson, MS",3,NonPeak,500,4999,251,500,0,$2.031
432.0,"Jackson, MS",3,NonPeak,500,4999,501,1000,0,$2.403
432.0,"Jackson, MS",3,NonPeak,500,4999,1001,1500,0,$2.776
432.0,"Jackson, MS",3,NonPeak,500,4999,1501,2000,0,$3.148
432.0,"Jackson, MS",3,NonPeak,500,4999,2001,2500,0,$3.521
432.0,"Jackson, MS",3,NonPeak,500,4999,2501,3000,0,$3.893
432.0,"Jackson, MS",3,NonPeak,500,4999,3001,3500,0,$4.265
432.0,"Jackson, MS",3,NonPeak,500,4999,3501,4000,0,$4.638
432.0,"Jackson, MS",3,NonPeak,500,4999,4001,999999,0,$20.205
432.0,"Jackson, MS",3,NonPeak,5000,9999,0,250,0,$3.504
432.0,"Jackson, MS",3,NonPeak,5000,9999,251,500,0,$3.690
432.0,"Jackson, MS",3,NonPeak,5000,9999,501,1000,0,$4.062
432.0,"Jackson, MS",3,NonPeak,5000,9999,1001,1500,0,$4.435
432.0,"Jackson, MS",3,NonPeak,5000,9999,1501,2000,0,$4.807
432.0,"Jackson, MS",3,NonPeak,5000,9999,2001,2500,0,$5.180
432.0,"Jackson, MS",3,NonPeak,5000,9999,2501,3000,0,$5.552
432.0,"Jackson, MS",3,NonPeak,5000,9999,3001,3500,0,$5.924
432.0,"Jackson, MS",3,NonPeak,5000,9999,3501,4000,0,$6.297
432.0,"Jackson, MS",3,NonPeak,5000,9999,4001,999999,0,$21.864
432.0,"Jackson, MS",3,NonPeak,10000,999999,0,250,0,$8.481
432.0,"Jackson, MS",3,NonPeak,10000,999999,251,500,0,$8.667
432.0,"Jackson, MS",3,NonPeak,10000,999999,501,1000,0,$9.040
432.0,"Jackson, MS",3,NonPeak,10000,999999,1001,1500,0,$9.412
432.0,"Jackson, MS",3,NonPeak,10000,999999,1501,2000,0,$9.785
432.0,"Jackson, MS",3,NonPeak,10000,999999,2001,2500,0,$10.157
432.0,"Jackson, MS",3,NonPeak,10000,999999,2501,3000,0,$10.529
432.0,"Jackson, MS",3,NonPeak,10000,999999,3001,3500,0,$10.902
432.0,"Jackson, MS",3,NonPeak,10000,999999,3501,4000,0,$11.274
432.0,"Jackson, MS",3,NonPeak,10000,999999,4001,999999,0,$26.841
432.0,"Jackson, MS",3,Peak,500,4999,0,250,0,$2.003
432.0,"Jackson, MS",3,Peak,500,4999,251,500,0,$2.205
432.0,"Jackson, MS",3,Peak,500,4999,501,1000,0,$2.609
432.0,"Jackson, MS",3,Peak,500,4999,1001,1500,0,$3.014
432.0,"Jackson, MS",3,Peak,500,4999,1501,2000,0,$3.418
432.0,"Jackson, MS",3,Peak,500,4999,2001,2500,0,$3.822
432.0,"Jackson, MS",3,Peak,500,4999,2501,3000,0,$4.227
432.0,"Jackson, MS",3,Peak,500,4999,3001,3500,0,$4.631
432.0,"Jackson, MS",3,Peak,500,4999,3501,4000,0,$5.035
432.0,"Jackson, MS",3,Peak,500,4999,4001,999999,0,$21.937
432.0,"Jackson, MS",3,Peak,5000,9999,0,250,0,$3.804
432.0,"Jackson, MS",3,Peak,5000,9999,251,500,0,$4.006
432.0,"Jackson, MS",3,Peak,5000,9999,501,1000,0,$4.411
432.0,"Jackson, MS",3,Peak,5000,9999,1001,1500,0,$4.815
432.0,"Jackson, MS",3,Peak,5000,9999,1501,2000,0,$5.219
432.0,"Jackson, MS",3,Peak,5000,9999,2001,2500,0,$5.624
432.0,"Jackson, MS",3,Peak,5000,9999,2501,3000,0,$6.028
432.0,"Jackson, MS",3,Peak,5000,9999,3001,3500,0,$6.432
432.0,"Jackson, MS",3,Peak,5000,9999,3501,4000,0,$6.837
432.0,"Jackson, MS",3,Peak,5000,9999,4001,999999,0,$23.738
432.0,"Jackson, MS",3,Peak,10000,999999,0,250,0,$9.208
432.0,"Jackson, MS",3,Peak,10000,999999,251,500,0,$9.410
432.0,"Jackson, MS",3,Peak,10000,999999,501,1000,0,$9.815
432.0,"Jackson, MS",3,Peak,10000,999999,1001,1500,0,$10.219
432.0,"Jackson, MS",3,Peak,10000,999999,1501,2000,0,$10.623
432.0,"Jackson, MS",3,Peak,10000,999999,2001,2500,0,$11.028
432.0,"Jackson, MS",3,Peak,10000,999999,2501,3000,0,$11.432
432.0,"Jackson, MS",3,Peak,10000,999999,3001,3500,0,$11.836
432.0,"Jackson, MS",3,Peak,10000,999999,3501,4000,0,$12.241
432.0,"Jackson, MS",3,Peak,10000,999999,4001,999999,0,$29.142
436.0,"Meridian, MS",3,NonPeak,500,4999,0,250,0,$2.161
436.0,"Meridian, MS",3,NonPeak,500,4999,251,500,0,$2.379
436.0,"Meridian, MS",3,NonPeak,500,4999,501,1000,0,$2.815
436.0,"Meridian, MS",3,NonPeak,500,4999,1001,1500,0,$3.252
436.0,"Meridian, MS",3,NonPeak,500,4999,1501,2000,0,$3.688
436.0,"Meridian, MS",3,NonPeak,500,4999,2001,2500,0,$4.124
436.0,"Meridian, MS",3,NonPeak,500,4999,2501,3000,0,$4.560
436.0,"Meridian, MS",3,NonPeak,500,4999,3001,3500,0,$4.997
436.0,"Meridian, MS",3,NonPeak,500,4999,3501,4000,0,$5.433
436.0,"Meridian, MS",3,NonPeak,500,4999,4001,999999,0,$23.669
436.0,"Meridian, MS",3,NonPeak,5000,9999,0,250,0,$4.105
436.0,"Meridian, MS",3,NonPeak,5000,9999,251,500,0,$4.323
436.0,"Meridian, MS",3,NonPeak,5000,9999,501,1000,0,$4.759
436.0,"Meridian, MS",3,NonPeak,5000,9999,1001,1500,0,$5.195
436.0,"Meridian, MS",3,NonPeak,5000,9999,1501,2000,0,$5.631
436.0,"Meridian, MS",3,NonPeak,5000,9999,2001,2500,0,$6.068
436.0,"Meridian, MS",3,NonPeak,5000,9999,2501,3000,0,$6.504
436.0,"Meridian, MS",3,NonPeak,5000,9999,3001,3500,0,$6.940
436.0,"Meridian, MS",3,NonPeak,5000,9999,3501,4000,0,$7.376
436.0,"Meridian, MS",3,NonPeak,5000,9999,4001,999999,0,$25.612
436.0,"Meridian, MS",3,NonPeak,10000,999999,0,250,0,$9.935
436.0,"Meridian, MS",3,NonPeak,10000,999999,251,500,0,$10.153
436.0,"Meridian, MS",3,NonPeak,10000,999999,501,1000,0,$10.589
436.0,"Meridian, MS",3,NonPeak,10000,999999,1001,1500,0,$11.026
436.0,"Meridian, MS",3,NonPeak,10000,999999,1501,2000,0,$11.462
436.0,"Meridian, MS",3,NonPeak,10000,999999,2001,2500,0,$11.898
436.0,"Meridian, MS",3,NonPeak,10000,999999,2501,3000,0,$12.334
436.0,"Meridian, MS",3,NonPeak,10000,999999,3001,3500,0,$12.771
436.0,"Meridian, MS",3,NonPeak,10000,999999,3501,4000,0,$13.207
436.0,"Meridian, MS",3,NonPeak,10000,999999,4001,999999,0,$31.443
436.0,"Meridian, MS",3,Peak,500,4999,0,250,0,$2.293
436.0,"Meridian, MS",3,Peak,500,4999,251,500,0,$2.524
436.0,"Meridian, MS",3,Peak,500,4999,501,1000,0,$2.987
436.0,"Meridian, MS",3,Peak,500,4999,1001,1500,0,$3.450
436.0,"Meridian, MS",3,Peak,500,4999,1501,2000,0,$3.913
436.0,"Meridian, MS",3,Peak,500,4999,2001,2500,0,$4.376
436.0,"Meridian, MS",3,Peak,500,4999,2501,3000,0,$4.839
436.0,"Meridian, MS",3,Peak,500,4999,3001,3500,0,$5.301
436.0,"Meridian, MS",3,Peak,500,4999,3501,4000,0,$5.764
436.0,"Meridian, MS",3,Peak,500,4999,4001,999999,0,$25.112
436.0,"Meridian, MS",3,Peak,5000,9999,0,250,0,$4.355
436.0,"Meridian, MS",3,Peak,5000,9999,251,500,0,$4.586
436.0,"Meridian, MS",3,Peak,5000,9999,501,1000,0,$5.049
436.0,"Meridian, MS",3,Peak,5000,9999,1001,1500,0,$5.512
436.0,"Meridian, MS",3,Peak,5000,9999,1501,2000,0,$5.975
436.0,"Meridian, MS",3,Peak,5000,9999,2001,2500,0,$6.438
