origin_id,origin_area,destination_id,destination_area,move_type,season,hhg_price,ub_price
NSRA1,Canada West,US36,Indiana,NSRA to CONUS,NonPeak,$10.65,$47.76
NSRA1,Canada West,US36,Indiana,NSRA to CONUS,Peak,$12.57,$56.36
NSRA1,Canada West,US38,Illinois,NSRA to CONUS,NonPeak,$51.01,$44.24
NSRA1,Canada West,US38,Illinois,NSRA to CONUS,Peak,$60.19,$52.20
NSRA1,Canada West,US40,North Carolina,NSRA to CONUS,NonPeak,$51.21,$61.92
NSRA1,Canada West,US40,North Carolina,NSRA to CONUS,Peak,$60.43,$73.07
NSRA1,Canada West,US42,Tennessee,NSRA to CONUS,NonPeak,$51.55,$47.93
NSRA1,Canada West,US42,Tennessee,NSRA to CONUS,Peak,$60.83,$56.56
NSRA1,Canada West,US44,South Carolina,NSRA to CONUS,NonPeak,$51.72,$44.58
NSRA1,Canada West,US44,South Carolina,NSRA to CONUS,Peak,$61.03,$52.60
NSRA1,Canada West,US45,Georgia,NSRA to CONUS,NonPeak,$51.29,$61.80
NSRA1,Canada West,US45,Georgia,NSRA to CONUS,Peak,$60.52,$72.92
NSRA1,Canada West,US47,Alabama,NSRA to CONUS,NonPeak,$47.93,$47.76
NSRA1,Canada West,US47,Alabama,NSRA to CONUS,Peak,$56.56,$56.36
NSRA1,Canada West,US48,Mississippi,NSRA to CONUS,NonPeak,$47.42,$44.24
NSRA1,Canada West,US48,Mississippi,NSRA to CONUS,Peak,$55.96,$52.20
NSRA1,Canada West,US49,Florida-North,NSRA to CONUS,NonPeak,$48.21,$61.92
NSRA1,Canada West,US49,Florida-North,NSRA to CONUS,Peak,$56.89,$73.07
NSRA1,Canada West,US4964400,Florida-South,NSRA to CONUS,NonPeak,$48.49,$47.93
NSRA1,Canada West,US4964400,Florida-South,NSRA to CONUS,Peak,$57.22,$56.56
NSRA1,Canada West,US4965500,Florida Keys,NSRA to CONUS,NonPeak,$48.72,$44.58
NSRA1,Canada West,US4965500,Florida Keys,NSRA to CONUS,Peak,$57.49,$52.60
NSRA1,Canada West,US50,Minnesota,NSRA to CONUS,NonPeak,$71.44,$43.94
NSRA1,Canada West,US50,Minnesota,NSRA to CONUS,Peak,$84.30,$51.85
NSRA1,Canada West,US51,North Dakota,NSRA to CONUS,NonPeak,$71.61,$33.70
NSRA1,Canada West,US51,North Dakota,NSRA to CONUS,Peak,$84.50,$39.77
NSRA1,Canada West,US52,South Dakota,NSRA to CONUS,NonPeak,$71.89,$31.29
NSRA1,Canada West,US52,South Dakota,NSRA to CONUS,Peak,$84.83,$36.92
NSRA1,Canada West,US53,Iowa,NSRA to CONUS,NonPeak,$72.68,$44.05
NSRA1,Canada West,US53,Iowa,NSRA to CONUS,Peak,$85.76,$51.98
NSRA1,Canada West,US55,Nebraska,NSRA to CONUS,NonPeak,$15.28,$33.75
NSRA1,Canada West,US55,Nebraska,NSRA to CONUS,Peak,$18.03,$39.82
NSRA1,Canada West,US56,Missouri,NSRA to CONUS,NonPeak,$16.05,$31.40
NSRA1,Canada West,US56,Missouri,NSRA to CONUS,Peak,$18.94,$37.05
NSRA1,Canada West,US58,Kansas,NSRA to CONUS,NonPeak,$16.80,$44.17
NSRA1,Canada West,US58,Kansas,NSRA to CONUS,Peak,$19.82,$52.12
NSRA1,Canada West,US60,Arkansas,NSRA to CONUS,NonPeak,$17.57,$16.89
NSRA1,Canada West,US60,Arkansas,NSRA to CONUS,Peak,$20.73,$19.93
NSRA1,Canada West,US62,Oklahoma,NSRA to CONUS,NonPeak,$18.33,$11.66
NSRA1,Canada West,US62,Oklahoma,NSRA to CONUS,Peak,$21.63,$13.76
NSRA1,Canada West,US64,Louisiana,NSRA to CONUS,NonPeak,$24.38,$10.16
NSRA1,Canada West,US64,Louisiana,NSRA to CONUS,Peak,$28.77,$11.99
NSRA1,Canada West,US66,Texas-North,NSRA to CONUS,NonPeak,$16.00,$16.98
NSRA1,Canada West,US66,Texas-North,NSRA to CONUS,Peak,$18.88,$20.04
NSRA1,Canada West,US68,Texas-South,NSRA to CONUS,NonPeak,$27.63,$11.75
NSRA1,Canada West,US68,Texas-South,NSRA to CONUS,Peak,$32.60,$13.86
NSRA1,Canada West,US70,Montana,NSRA to CONUS,NonPeak,$29.28,$10.25
NSRA1,Canada West,US70,Montana,NSRA to CONUS,Peak,$34.55,$12.09
NSRA1,Canada West,US72,Wyoming,NSRA to CONUS,NonPeak,$30.90,$17.11
NSRA1,Canada West,US72,Wyoming,NSRA to CONUS,Peak,$36.46,$20.19
NSRA1,Canada West,US74,Colorado,NSRA to CONUS,NonPeak,$10.35,$11.86
NSRA1,Canada West,US74,Colorado,NSRA to CONUS,Peak,$12.21,$13.99
NSRA1,Canada West,US76,Utah,NSRA to CONUS,NonPeak,$10.83,$10.37
NSRA1,Canada West,US76,Utah,NSRA to CONUS,Peak,$12.78,$12.24
NSRA1,Canada West,US77,New Mexico,NSRA to CONUS,NonPeak,$11.35,$17.17
NSRA1,Canada West,US77,New Mexico,NSRA to CONUS,Peak,$13.39,$20.26
NSRA1,Canada West,US79,Arizona,NSRA to CONUS,NonPeak,$11.82,$10.50
NSRA1,Canada West,US79,Arizona,NSRA to CONUS,Peak,$13.95,$12.39
NSRA1,Canada West,US83,Idaho,NSRA to CONUS,NonPeak,$8.88,$17.59
NSRA1,Canada West,US83,Idaho,NSRA to CONUS,Peak,$10.48,$20.76
NSRA1,Canada West,US84,Washington,NSRA to CONUS,NonPeak,$9.31,$12.03
NSRA1,Canada West,US84,Washington,NSRA to CONUS,Peak,$10.99,$14.20
NSRA1,Canada West,US85,Oregon,NSRA to CONUS,NonPeak,$9.77,$12.66
NSRA1,Canada West,US85,Oregon,NSRA to CONUS,Peak,$11.53,$14.94
NSRA1,Canada West,US86,Nevada,NSRA to CONUS,NonPeak,$10.21,$61.92
NSRA1,Canada West,US86,Nevada,NSRA to CONUS,Peak,$12.05,$73.07
NSRA1,Canada West,US87,California-North,NSRA to CONUS,NonPeak,$10.65,$47.93
NSRA1,Canada West,US87,California-North,NSRA to CONUS,Peak,$12.57,$56.56
NSRA1,Canada West,US88,California-South,NSRA to CONUS,NonPeak,$51.01,$44.58
NSRA1,Canada West,US88,California-South,NSRA to CONUS,Peak,$60.19,$52.60
NSRA2,Canada Central,US11,Maine,NSRA to CONUS,NonPeak,$51.21,$61.80
NSRA2,Canada Central,US11,Maine,NSRA to CONUS,Peak,$60.43,$72.92
NSRA2,Canada Central,US12,New Hampshire,NSRA to CONUS,NonPeak,$51.55,$47.76
NSRA2,Canada Central,US12,New Hampshire,NSRA to CONUS,Peak,$60.83,$56.36
NSRA2,Canada Central,US13,Vermont,NSRA to CONUS,NonPeak,$51.72,$44.24
NSRA2,Canada Central,US13,Vermont,NSRA to CONUS,Peak,$61.03,$52.20
NSRA2,Canada Central,US14,Massachusetts,NSRA to CONUS,NonPeak,$51.29,$61.92
NSRA2,Canada Central,US14,Massachusetts,NSRA to CONUS,Peak,$60.52,$73.07
NSRA2,Canada Central,US15,Rhode Island,NSRA to CONUS,NonPeak,$47.93,$47.93
NSRA2,Canada Central,US15,Rhode Island,NSRA to CONUS,Peak,$56.56,$56.56
NSRA2,Canada Central,US16,Connecticut,NSRA to CONUS,NonPeak,$47.42,$44.58
NSRA2,Canada Central,US16,Connecticut,NSRA to CONUS,Peak,$55.96,$52.60
NSRA2,Canada Central,US17,New York,NSRA to CONUS,NonPeak,$48.21,$61.80
NSRA2,Canada Central,US17,New York,NSRA to CONUS,Peak,$56.89,$72.92
NSRA2,Canada Central,US19,New Jersey,NSRA to CONUS,NonPeak,$48.49,$47.76
NSRA2,Canada Central,US19,New Jersey,NSRA to CONUS,Peak,$57.22,$56.36
NSRA2,Canada Central,US20,Pennsylvania,NSRA to CONUS,NonPeak,$48.72,$44.24
NSRA2,Canada Central,US20,Pennsylvania,NSRA to CONUS,Peak,$57.49,$52.20
NSRA2,Canada Central,US22,Delaware,NSRA to CONUS,NonPeak,$71.44,$61.92
NSRA2,Canada Central,US22,Delaware,NSRA to CONUS,Peak,$84.30,$73.07
NSRA2,Canada Central,US23,Maryland,NSRA to CONUS,NonPeak,$71.61,$47.93
NSRA2,Canada Central,US23,Maryland,NSRA to CONUS,Peak,$84.50,$56.56
NSRA2,Canada Central,US24,District Of Columbia,NSRA to CONUS,NonPeak,$71.89,$44.58
NSRA2,Canada Central,US24,District Of Columbia,NSRA to CONUS,Peak,$84.83,$52.60
NSRA2,Canada Central,US25,Virginia,NSRA to CONUS,NonPeak,$72.68,$43.94
NSRA2,Canada Central,US25,Virginia,NSRA to CONUS,Peak,$85.76,$51.85
NSRA2,Canada Central,US27,West Virginia,NSRA to CONUS,NonPeak,$15.28,$33.70
NSRA2,Canada Central,US27,West Virginia,NSRA to CONUS,Peak,$18.03,$39.77
NSRA2,Canada Central,US28,Kentucky,NSRA to CONUS,NonPeak,$16.05,$31.29
NSRA2,Canada Central,US28,Kentucky,NSRA to CONUS,Peak,$18.94,$36.92
NSRA2,Canada Central,US30,Michigan,NSRA to CONUS,NonPeak,$16.80,$44.05
NSRA2,Canada Central,US30,Michigan,NSRA to CONUS,Peak,$19.82,$51.98
NSRA2,Canada Central,US32,Wisconsin,NSRA to CONUS,NonPeak,$17.57,$33.75
NSRA2,Canada Central,US32,Wisconsin,NSRA to CONUS,Peak,$20.73,$39.82
NSRA2,Canada Central,US34,Ohio,NSRA to CONUS,NonPeak,$18.33,$31.40
NSRA2,Canada Central,US34,Ohio,NSRA to CONUS,Peak,$21.63,$37.05
NSRA2,Canada Central,US36,Indiana,NSRA to CONUS,NonPeak,$24.38,$44.17
NSRA2,Canada Central,US36,Indiana,NSRA to CONUS,Peak,$28.77,$52.12
NSRA2,Canada Central,US38,Illinois,NSRA to CONUS,NonPeak,$16.00,$16.89
NSRA2,Canada Central,US38,Illinois,NSRA to CONUS,Peak,$18.88,$19.93
NSRA2,Canada Central,US40,North Carolina,NSRA to CONUS,NonPeak,$27.63,$11.66
NSRA2,Canada Central,US40,North Carolina,NSRA to CONUS,Peak,$32.60,$13.76
NSRA2,Canada Central,US42,Tennessee,NSRA to CONUS,NonPeak,$29.28,$10.16
NSRA2,Canada Central,US42,Tennessee,NSRA to CONUS,Peak,$34.55,$11.99
NSRA2,Canada Central,US44,South Carolina,NSRA to CONUS,NonPeak,$30.90,$16.98
NSRA2,Canada Central,US44,South Carolina,NSRA to CONUS,Peak,$36.46,$20.04
NSRA2,Canada Central,US45,Georgia,NSRA to CONUS,NonPeak,$10.35,$11.75
NSRA2,Canada Central,US45,Georgia,NSRA to CONUS,Peak,$12.21,$13.86
NSRA2,Canada Central,US47,Alabama,NSRA to CONUS,NonPeak,$10.83,$10.25
NSRA2,Canada Central,US47,Alabama,NSRA to CONUS,Peak,$12.78,$12.09
NSRA2,Canada Central,US48,Mississippi,NSRA to CONUS,NonPeak,$11.35,$17.11
NSRA2,Canada Central,US48,Mississippi,NSRA to CONUS,Peak,$13.39,$20.19
NSRA2,Canada Central,US49,Florida-North,NSRA to CONUS,NonPeak,$11.82,$11.86
NSRA2,Canada Central,US49,Florida-North,NSRA to CONUS,Peak,$13.95,$13.99
NSRA2,Canada Central,US4964400,Florida-South,NSRA to CONUS,NonPeak,$8.88,$10.37
NSRA2,Canada Central,US4964400,Florida-South,NSRA to CONUS,Peak,$10.48,$12.24
NSRA2,Canada Central,US4965500,Florida Keys,NSRA to CONUS,NonPeak,$9.31,$17.17
NSRA2,Canada Central,US4965500,Florida Keys,NSRA to CONUS,Peak,$10.99,$20.26
NSRA2,Canada Central,US50,Minnesota,NSRA to CONUS,NonPeak,$9.77,$10.50
NSRA2,Canada Central,US50,Minnesota,NSRA to CONUS,Peak,$11.53,$12.39
NSRA2,Canada Central,US51,North Dakota,NSRA to CONUS,NonPeak,$10.21,$17.59
NSRA2,Canada Central,US51,North Dakota,NSRA to CONUS,Peak,$12.05,$20.76
NSRA2,Canada Central,US52,South Dakota,NSRA to CONUS,NonPeak,$10.65,$12.03
NSRA2,Canada Central,US52,South Dakota,NSRA to CONUS,Peak,$12.57,$14.20
NSRA2,Canada Central,US53,Iowa,NSRA to CONUS,NonPeak,$51.01,$12.66
NSRA2,Canada Central,US53,Iowa,NSRA to CONUS,Peak,$60.19,$14.94
NSRA2,Canada Central,US55,Nebraska,NSRA to CONUS,NonPeak,$51.21,$61.92
NSRA2,Canada Central,US55,Nebraska,NSRA to CONUS,Peak,$60.43,$73.07
NSRA2,Canada Central,US56,Missouri,NSRA to CONUS,NonPeak,$51.55,$47.93
NSRA2,Canada Central,US56,Missouri,NSRA to CONUS,Peak,$60.83,$56.56
NSRA2,Canada Central,US58,Kansas,NSRA to CONUS,NonPeak,$51.72,$44.58
NSRA2,Canada Central,US58,Kansas,NSRA to CONUS,Peak,$61.03,$52.60
NSRA2,Canada Central,US60,Arkansas,NSRA to CONUS,NonPeak,$51.29,$61.80
NSRA2,Canada Central,US60,Arkansas,NSRA to CONUS,Peak,$60.52,$72.92
NSRA2,Canada Central,US62,Oklahoma,NSRA to CONUS,NonPeak,$47.93,$47.76
NSRA2,Canada Central,US62,Oklahoma,NSRA to CONUS,Peak,$56.56,$56.36
NSRA2,Canada Central,US64,Louisiana,NSRA to CONUS,NonPeak,$47.42,$44.24
NSRA2,Canada Central,US64,Louisiana,NSRA to CONUS,Peak,$55.96,$52.20
NSRA2,Canada Central,US66,Texas-North,NSRA to CONUS,NonPeak,$48.21,$61.92
NSRA2,Canada Central,US66,Texas-North,NSRA to CONUS,Peak,$56.89,$73.07
NSRA2,Canada Central,US68,Texas-South,NSRA to CONUS,NonPeak,$48.49,$47.93
NSRA2,Canada Central,US68,Texas-South,NSRA to CONUS,Peak,$57.22,$56.56
NSRA2,Canada Central,US70,Montana,NSRA to CONUS,NonPeak,$48.72,$44.58
NSRA2,Canada Central,US70,Montana,NSRA to CONUS,Peak,$57.49,$52.60
NSRA2,Canada Central,US72,Wyoming,NSRA to CONUS,NonPeak,$71.44,$61.80
NSRA2,Canada Central,US72,Wyoming,NSRA to CONUS,Peak,$84.30,$72.92
NSRA2,Canada Central,US74,Colorado,NSRA to CONUS,NonPeak,$71.61,$47.76
NSRA2,Canada Central,US74,Colorado,NSRA to CONUS,Peak,$84.50,$56.36
NSRA2,Canada Central,US76,Utah,NSRA to CONUS,NonPeak,$71.89,$44.24
NSRA2,Canada Central,US76,Utah,NSRA to CONUS,Peak,$84.83,$52.20
NSRA2,Canada Central,US77,New Mexico,NSRA to CONUS,NonPeak,$72.68,$61.92
NSRA2,Canada Central,US77,New Mexico,NSRA to CONUS,Peak,$85.76,$73.07
NSRA2,Canada Central,US79,Arizona,NSRA to CONUS,NonPeak,$15.28,$47.93
NSRA2,Canada Central,US79,Arizona,NSRA to CONUS,Peak,$18.03,$56.56
NSRA2,Canada Central,US83,Idaho,NSRA to CONUS,NonPeak,$16.05,$44.58
NSRA2,Canada Central,US83,Idaho,NSRA to CONUS,Peak,$18.94,$52.60
NSRA2,Canada Central,US84,Washington,NSRA to CONUS,NonPeak,$16.80,$43.94
NSRA2,Canada Central,US84,Washington,NSRA to CONUS,Peak,$19.82,$51.85
NSRA2,Canada Central,US85,Oregon,NSRA to CONUS,NonPeak,$17.57,$33.70
NSRA2,Canada Central,US85,Oregon,NSRA to CONUS,Peak,$20.73,$39.77
NSRA2,Canada Central,US86,Nevada,NSRA to CONUS,NonPeak,$18.33,$31.29
NSRA2,Canada Central,US86,Nevada,NSRA to CONUS,Peak,$21.63,$36.92
NSRA2,Canada Central,US87,California-North,NSRA to CONUS,NonPeak,$24.38,$44.05
NSRA2,Canada Central,US87,California-North,NSRA to CONUS,Peak,$28.77,$51.98
NSRA2,Canada Central,US88,California-South,NSRA to CONUS,NonPeak,$16.00,$33.75
NSRA2,Canada Central,US88,California-South,NSRA to CONUS,Peak,$18.88,$39.82
NSRA3,Canada East,US11,Maine,NSRA to CONUS,NonPeak,$27.63,$31.40
NSRA3,Canada East,US11,Maine,NSRA to CONUS,Peak,$32.60,$37.05
NSRA3,Canada East,US12,New Hampshire,NSRA to CONUS,NonPeak,$29.28,$44.17
NSRA3,Canada East,US12,New Hampshire,NSRA to CONUS,Peak,$34.55,$52.12
NSRA3,Canada East,US13,Vermont,NSRA to CONUS,NonPeak,$30.90,$16.89
NSRA3,Canada East,US13,Vermont,NSRA to CONUS,Peak,$36.46,$19.93
NSRA3,Canada East,US14,Massachusetts,NSRA to CONUS,NonPeak,$10.35,$11.66
NSRA3,Canada East,US14,Massachusetts,NSRA to CONUS,Peak,$12.21,$13.76
NSRA3,Canada East,US15,Rhode Island,NSRA to CONUS,NonPeak,$10.83,$10.16
NSRA3,Canada East,US15,Rhode Island,NSRA to CONUS,Peak,$12.78,$11.99
NSRA3,Canada East,US16,Connecticut,NSRA to CONUS,NonPeak,$11.35,$16.98
NSRA3,Canada East,US16,Connecticut,NSRA to CONUS,Peak,$13.39,$20.04
NSRA3,Canada East,US17,New York,NSRA to CONUS,NonPeak,$11.82,$11.75
NSRA3,Canada East,US17,New York,NSRA to CONUS,Peak,$13.95,$13.86
NSRA3,Canada East,US19,New Jersey,NSRA to CONUS,NonPeak,$8.88,$10.25
NSRA3,Canada East,US19,New Jersey,NSRA to CONUS,Peak,$10.48,$12.09
NSRA3,Canada East,US20,Pennsylvania,NSRA to CONUS,NonPeak,$9.31,$17.11
NSRA3,Canada East,US20,Pennsylvania,NSRA to CONUS,Peak,$10.99,$20.19
NSRA3,Canada East,US22,Delaware,NSRA to CONUS,NonPeak,$9.77,$11.86
NSRA3,Canada East,US22,Delaware,NSRA to CONUS,Peak,$11.53,$13.99
NSRA3,Canada East,US23,Maryland,NSRA to CONUS,NonPeak,$10.21,$10.37
NSRA3,Canada East,US23,Maryland,NSRA to CONUS,Peak,$12.05,$12.24
NSRA3,Canada East,US24,District Of Columbia,NSRA to CONUS,NonPeak,$10.65,$17.17
NSRA3,Canada East,US24,District Of Columbia,NSRA to CONUS,Peak,$12.57,$20.26
NSRA3,Canada East,US25,Virginia,NSRA to CONUS,NonPeak,$51.01,$10.50
NSRA3,Canada East,US25,Virginia,NSRA to CONUS,Peak,$60.19,$12.39
NSRA3,Canada East,US27,West Virginia,NSRA to CONUS,NonPeak,$51.21,$17.59
NSRA3,Canada East,US27,West Virginia,NSRA to CONUS,Peak,$60.43,$20.76
NSRA3,Canada East,US28,Kentucky,NSRA to CONUS,NonPeak,$51.55,$12.03
NSRA3,Canada East,US28,Kentucky,NSRA to CONUS,Peak,$60.83,$14.20
NSRA3,Canada East,US30,Michigan,NSRA to CONUS,NonPeak,$51.72,$12.66
NSRA3,Canada East,US30,Michigan,NSRA to CONUS,Peak,$61.03,$14.94
NSRA3,Canada East,US32,Wisconsin,NSRA to CONUS,NonPeak,$51.29,$61.92
NSRA3,Canada East,US32,Wisconsin,NSRA to CONUS,Peak,$60.52,$73.07
NSRA3,Canada East,US34,Ohio,NSRA to CONUS,NonPeak,$47.93,$47.93
NSRA3,Canada East,US34,Ohio,NSRA to CONUS,Peak,$56.56,$56.56
NSRA3,Canada East,US36,Indiana,NSRA to CONUS,NonPeak,$47.42,$44.58
NSRA3,Canada East,US36,Indiana,NSRA to CONUS,Peak,$55.96,$52.60
NSRA3,Canada East,US38,Illinois,NSRA to CONUS,NonPeak,$48.21,$61.80
NSRA3,Canada East,US38,Illinois,NSRA to CONUS,Peak,$56.89,$72.92
NSRA3,Canada East,US40,North Carolina,NSRA to CONUS,NonPeak,$48.49,$47.76
NSRA3,Canada East,US40,North Carolina,NSRA to CONUS,Peak,$57.22,$56.36
NSRA3,Canada East,US42,Tennessee,NSRA to CONUS,NonPeak,$48.72,$44.24
NSRA3,Canada East,US42,Tennessee,NSRA to CONUS,Peak,$57.49,$52.20
NSRA3,Canada East,US44,South Carolina,NSRA to CONUS,NonPeak,$71.44,$61.92
NSRA3,Canada East,US44,South Carolina,NSRA to CONUS,Peak,$84.30,$73.07
NSRA3,Canada East,US45,Georgia,NSRA to CONUS,NonPeak,$71.61,$47.93
NSRA3,Canada East,US45,Georgia,NSRA to CONUS,Peak,$84.50,$56.56
NSRA3,Canada East,US47,Alabama,NSRA to CONUS,NonPeak,$71.89,$44.58
NSRA3,Canada East,US47,Alabama,NSRA to CONUS,Peak,$84.83,$52.60
NSRA3,Canada East,US48,Mississippi,NSRA to CONUS,NonPeak,$72.68,$61.80
NSRA3,Canada East,US48,Mississippi,NSRA to CONUS,Peak,$85.76,$72.92
NSRA3,Canada East,US49,Florida-North,NSRA to CONUS,NonPeak,$15.28,$47.76
NSRA3,Canada East,US49,Florida-North,NSRA to CONUS,Peak,$18.03,$56.36
NSRA3,Canada East,US4964400,Florida-South,NSRA to CONUS,NonPeak,$16.05,$44.24
NSRA3,Canada East,US4964400,Florida-South,NSRA to CONUS,Peak,$18.94,$52.20
NSRA3,Canada East,US4965500,Florida Keys,NSRA to CONUS,NonPeak,$16.80,$61.92
NSRA3,Canada East,US4965500,Florida Keys,NSRA to CONUS,Peak,$19.82,$73.07
NSRA3,Canada East,US50,Minnesota,NSRA to CONUS,NonPeak,$17.57,$47.93
NSRA3,Canada East,US50,Minnesota,NSRA to CONUS,Peak,$20.73,$56.56
NSRA3,Canada East,US51,North Dakota,NSRA to CONUS,NonPeak,$18.33,$44.58
NSRA3,Canada East,US51,North Dakota,NSRA to CONUS,Peak,$21.63,$52.60
NSRA3,Canada East,US52,South Dakota,NSRA to CONUS,NonPeak,$24.38,$43.94
NSRA3,Canada East,US52,South Dakota,NSRA to CONUS,Peak,$28.77,$51.85
NSRA3,Canada East,US53,Iowa,NSRA to CONUS,NonPeak,$16.00,$33.70
NSRA3,Canada East,US53,Iowa,NSRA to CONUS,Peak,$18.88,$39.77
NSRA3,Canada East,US55,Nebraska,NSRA to CONUS,NonPeak,$27.63,$31.29
NSRA3,Canada East,US55,Nebraska,NSRA to CONUS,Peak,$32.60,$36.92
NSRA3,Canada East,US56,Missouri,NSRA to CONUS,NonPeak,$29.28,$44.05
NSRA3,Canada East,US56,Missouri,NSRA to CONUS,Peak,$34.55,$51.98
NSRA3,Canada East,US58,Kansas,NSRA to CONUS,NonPeak,$30.90,$33.75
NSRA3,Canada East,US58,Kansas,NSRA to CONUS,Peak,$36.46,$39.82
NSRA3,Canada East,US60,Arkansas,NSRA to CONUS,NonPeak,$10.35,$31.40
NSRA3,Canada East,US60,Arkansas,NSRA to CONUS,Peak,$12.21,$37.05
NSRA3,Canada East,US62,Oklahoma,NSRA to CONUS,NonPeak,$10.83,$44.17
NSRA3,Canada East,US62,Oklahoma,NSRA to CONUS,Peak,$12.78,$52.12
NSRA3,Canada East,US64,Louisiana,NSRA to CONUS,NonPeak,$11.35,$16.89
NSRA3,Canada East,US64,Louisiana,NSRA to CONUS,Peak,$13.39,$19.93
NSRA3,Canada East,US66,Texas-North,NSRA to CONUS,NonPeak,$11.82,$11.66
NSRA3,Canada East,US66,Texas-North,NSRA to CONUS,Peak,$13.95,$13.76
NSRA3,Canada East,US68,Texas-South,NSRA to CONUS,NonPeak,$8.88,$10.16
NSRA3,Canada East,US68,Texas-South,NSRA to CONUS,Peak,$10.48,$11.99
NSRA3,Canada East,US70,Montana,NSRA to CONUS,NonPeak,$9.31,$16.98
NSRA3,Canada East,US70,Montana,NSRA to CONUS,Peak,$10.99,$20.04
NSRA3,Canada East,US72,Wyoming,NSRA to CONUS,NonPeak,$9.77,$11.75
NSRA3,Canada East,US72,Wyoming,NSRA to CONUS,Peak,$11.53,$13.86
NSRA3,Canada East,US74,Colorado,NSRA to CONUS,NonPeak,$10.21,$10.25
NSRA3,Canada East,US74,Colorado,NSRA to CONUS,Peak,$12.05,$12.09
NSRA3,Canada East,US76,Utah,NSRA to CONUS,NonPeak,$10.65,$17.11
NSRA3,Canada East,US76,Utah,NSRA to CONUS,Peak,$12.57,$20.19
NSRA3,Canada East,US77,New Mexico,NSRA to CONUS,NonPeak,$51.01,$11.86
NSRA3,Canada East,US77,New Mexico,NSRA to CONUS,Peak,$60.19,$13.99
NSRA3,Canada East,US79,Arizona,NSRA to CONUS,NonPeak,$51.21,$10.37
NSRA3,Canada East,US79,Arizona,NSRA to CONUS,Peak,$60.43,$12.24
NSRA3,Canada East,US83,Idaho,NSRA to CONUS,NonPeak,$51.55,$17.17
NSRA3,Canada East,US83,Idaho,NSRA to CONUS,Peak,$60.83,$20.26
NSRA3,Canada East,US84,Washington,NSRA to CONUS,NonPeak,$51.72,$10.50
NSRA3,Canada East,US84,Washington,NSRA to CONUS,Peak,$61.03,$12.39
NSRA3,Canada East,US85,Oregon,NSRA to CONUS,NonPeak,$51.29,$17.59
NSRA3,Canada East,US85,Oregon,NSRA to CONUS,Peak,$60.52,$20.76
NSRA3,Canada East,US86,Nevada,NSRA to CONUS,NonPeak,$47.93,$12.03
NSRA3,Canada East,US86,Nevada,NSRA to CONUS,Peak,$56.56,$14.20
NSRA3,Canada East,US87,California-North,NSRA to CONUS,NonPeak,$47.42,$12.66
NSRA3,Canada East,US87,California-North,NSRA to CONUS,Peak,$55.96,$14.94
NSRA3,Canada East,US88,California-South,NSRA to CONUS,NonPeak,$48.21,$61.92
NSRA3,Canada East,US88,California-South,NSRA to CONUS,Peak,$56.89,$73.07
NSRA4,Mexico & Central America,US11,Maine,NSRA to CONUS,NonPeak,$48.49,$47.93
NSRA4,Mexico & Central America,US11,Maine,NSRA to CONUS,Peak,$57.22,$56.56
NSRA4,Mexico & Central America,US12,New Hampshire,NSRA to CONUS,NonPeak,$48.72,$44.58
NSRA4,Mexico & Central America,US12,New Hampshire,NSRA to CONUS,Peak,$57.49,$52.60
NSRA4,Mexico & Central America,US13,Vermont,NSRA to CONUS,NonPeak,$71.44,$61.80
NSRA4,Mexico & Central America,US13,Vermont,NSRA to CONUS,Peak,$84.30,$72.92
NSRA4,Mexico & Central America,US14,Massachusetts,NSRA to CONUS,NonPeak,$71.61,$47.76
NSRA4,Mexico & Central America,US14,Massachusetts,NSRA to CONUS,Peak,$84.50,$56.36
NSRA4,Mexico & Central America,US15,Rhode Island,NSRA to CONUS,NonPeak,$71.89,$44.24
NSRA4,Mexico & Central America,US15,Rhode Island,NSRA to CONUS,Peak,$84.83,$52.20
NSRA4,Mexico & Central America,US16,Connecticut,NSRA to CONUS,NonPeak,$72.68,$61.92
NSRA4,Mexico & Central America,US16,Connecticut,NSRA to CONUS,Peak,$85.76,$73.07
NSRA4,Mexico & Central America,US17,New York,NSRA to CONUS,NonPeak,$15.28,$47.93
NSRA4,Mexico & Central America,US17,New York,NSRA to CONUS,Peak,$18.03,$56.56
NSRA4,Mexico & Central America,US19,New Jersey,NSRA to CONUS,NonPeak,$16.05,$44.58
NSRA4,Mexico & Central America,US19,New Jersey,NSRA to CONUS,Peak,$18.94,$52.60
NSRA4,Mexico & Central America,US20,Pennsylvania,NSRA to CONUS,NonPeak,$16.80,$61.80
NSRA4,Mexico & Central America,US20,Pennsylvania,NSRA to CONUS,Peak,$19.82,$72.92
NSRA4,Mexico & Central America,US22,Delaware,NSRA to CONUS,NonPeak,$17.57,$47.76
NSRA4,Mexico & Central America,US22,Delaware,NSRA to CONUS,Peak,$20.73,$56.36
NSRA4,Mexico & Central America,US23,Maryland,NSRA to CONUS,NonPeak,$18.33,$44.24
NSRA4,Mexico & Central America,US23,Maryland,NSRA to CONUS,Peak,$21.63,$52.20
NSRA4,Mexico & Central America,US24,District Of Columbia,NSRA to CONUS,NonPeak,$24.38,$61.92
NSRA4,Mexico & Central America,US24,District Of Columbia,NSRA to CONUS,Peak,$28.77,$73.07
NSRA4,Mexico & Central America,US25,Virginia,NSRA to CONUS,NonPeak,$16.00,$47.93
NSRA4,Mexico & Central America,US25,Virginia,NSRA to CONUS,Peak,$18.88,$56.56
