Service Area Number,Origin Serivce Area,Service Schedule,Season,Weight Band ID,Lower Lbs,Upper Lbs,Lower Cwt,Upper Cwt,Mileage Range ID,Lower Miles,Upper Miles,Escalation Number,Rate
448,"Kansas City, MO",2,Peak,2,5000,9999,50.00,99.99,10,4001,999999,0,30.61
448,"Kansas City, MO",2,Peak,3,10000,999999,100.00,9999.99,1,0,250,0,11.874
448,"Kansas City, MO",2,Peak,3,10000,999999,100.00,9999.99,2,251,500,0,12.134
448,"Kansas City, MO",2,Peak,3,10000,999999,100.00,9999.99,3,501,1000,0,12.656
448,"Kansas City, MO",2,Peak,3,10000,999999,100.00,9999.99,4,1001,1500,0,13.177
448,"Kansas City, MO",2,Peak,3,10000,999999,100.00,9999.99,5,1501,2000,0,13.698
448,"Kansas City, MO",2,Peak,3,10000,999999,100.00,9999.99,6,2001,2500,0,14.22
448,"Kansas City, MO",2,Peak,3,10000,999999,100.00,9999.99,7,2501,3000,0,14.741
448,"Kansas City, MO",2,Peak,3,10000,999999,100.00,9999.99,8,3001,3500,0,15.263
448,"Kansas City, MO",2,Peak,3,10000,999999,100.00,9999.99,9,3501,4000,0,15.784
448,"Kansas City, MO",2,Peak,3,10000,999999,100.00,9999.99,10,4001,999999,0,37.578
452,"Springfield, MO",1,NonPeak,1,500,4999,5.00,49.99,1,0,250,0,2.477
452,"Springfield, MO",1,NonPeak,1,500,4999,5.00,49.99,2,251,500,0,2.727
452,"Springfield, MO",1,NonPeak,1,500,4999,5.00,49.99,3,501,1000,0,3.228
452,"Springfield, MO",1,NonPeak,1,500,4999,5.00,49.99,4,1001,1500,0,3.728
452,"Springfield, MO",1,NonPeak,1,500,4999,5.00,49.99,5,1501,2000,0,4.228
452,"Springfield, MO",1,NonPeak,1,500,4999,5.00,49.99,6,2001,2500,0,4.728
452,"Springfield, MO",1,NonPeak,1,500,4999,5.00,49.99,7,2501,3000,0,5.228
452,"Springfield, MO",1,NonPeak,1,500,4999,5.00,49.99,8,3001,3500,0,5.728
452,"Springfield, MO",1,NonPeak,1,500,4999,5.00,49.99,9,3501,4000,0,6.228
452,"Springfield, MO",1,NonPeak,1,500,4999,5.00,49.99,10,4001,999999,0,27.132
452,"Springfield, MO",1,NonPeak,2,5000,9999,50.00,99.99,1,0,250,0,4.705
452,"Springfield, MO",1,NonPeak,2,5000,9999,50.00,99.99,2,251,500,0,4.955
452,"Springfield, MO",1,NonPeak,2,5000,9999,50.00,99.99,3,501,1000,0,5.455
452,"Springfield, MO",1,NonPeak,2,5000,9999,50.00,99.99,4,1001,1500,0,5.955
452,"Springfield, MO",1,NonPeak,2,5000,9999,50.00,99.99,5,1501,2000,0,6.455
452,"Springfield, MO",1,NonPeak,2,5000,9999,50.00,99.99,6,2001,2500,0,6.956
452,"Springfield, MO",1,NonPeak,2,5000,9999,50.00,99.99,7,2501,3000,0,7.456
452,"Springfield, MO",1,NonPeak,2,5000,9999,50.00,99.99,8,3001,3500,0,7.956
452,"Springfield, MO",1,NonPeak,2,5000,9999,50.00,99.99,9,3501,4000,0,8.456
452,"Springfield, MO",1,NonPeak,2,5000,9999,50.00,99.99,10,4001,999999,0,29.36
452,"Springfield, MO",1,NonPeak,3,10000,999999,100.00,9999.99,1,0,250,0,11.389
452,"Springfield, MO",1,NonPeak,3,10000,999999,100.00,9999.99,2,251,500,0,11.639
452,"Springfield, MO",1,NonPeak,3,10000,999999,100.00,9999.99,3,501,1000,0,12.139
452,"Springfield, MO",1,NonPeak,3,10000,999999,100.00,9999.99,4,1001,1500,0,12.639
452,"Springfield, MO",1,NonPeak,3,10000,999999,100.00,9999.99,5,1501,2000,0,13.139
452,"Springfield, MO",1,NonPeak,3,10000,999999,100.00,9999.99,6,2001,2500,0,13.639
452,"Springfield, MO",1,NonPeak,3,10000,999999,100.00,9999.99,7,2501,3000,0,14.139
452,"Springfield, MO",1,NonPeak,3,10000,999999,100.00,9999.99,8,3001,3500,0,14.64
452,"Springfield, MO",1,NonPeak,3,10000,999999,100.00,9999.99,9,3501,4000,0,15.14
452,"Springfield, MO",1,NonPeak,3,10000,999999,100.00,9999.99,10,4001,999999,0,36.044
452,"Springfield, MO",1,Peak,1,500,4999,5.00,49.99,1,0,250,0,2.583
452,"Springfield, MO",1,Peak,1,500,4999,5.00,49.99,2,251,500,0,2.843
452,"Springfield, MO",1,Peak,1,500,4999,5.00,49.99,3,501,1000,0,3.365
452,"Springfield, MO",1,Peak,1,500,4999,5.00,49.99,4,1001,1500,0,3.886
452,"Springfield, MO",1,Peak,1,500,4999,5.00,49.99,5,1501,2000,0,4.408
452,"Springfield, MO",1,Peak,1,500,4999,5.00,49.99,6,2001,2500,0,4.929
452,"Springfield, MO",1,Peak,1,500,4999,5.00,49.99,7,2501,3000,0,5.45
452,"Springfield, MO",1,Peak,1,500,4999,5.00,49.99,8,3001,3500,0,5.972
452,"Springfield, MO",1,Peak,1,500,4999,5.00,49.99,9,3501,4000,0,6.493
452,"Springfield, MO",1,Peak,1,500,4999,5.00,49.99,10,4001,999999,0,28.287
452,"Springfield, MO",1,Peak,2,5000,9999,50.00,99.99,1,0,250,0,4.905
452,"Springfield, MO",1,Peak,2,5000,9999,50.00,99.99,2,251,500,0,5.166
452,"Springfield, MO",1,Peak,2,5000,9999,50.00,99.99,3,501,1000,0,5.687
452,"Springfield, MO",1,Peak,2,5000,9999,50.00,99.99,4,1001,1500,0,6.209
452,"Springfield, MO",1,Peak,2,5000,9999,50.00,99.99,5,1501,2000,0,6.73
452,"Springfield, MO",1,Peak,2,5000,9999,50.00,99.99,6,2001,2500,0,7.252
452,"Springfield, MO",1,Peak,2,5000,9999,50.00,99.99,7,2501,3000,0,7.773
452,"Springfield, MO",1,Peak,2,5000,9999,50.00,99.99,8,3001,3500,0,8.294
452,"Springfield, MO",1,Peak,2,5000,9999,50.00,99.99,9,3501,4000,0,8.816
452,"Springfield, MO",1,Peak,2,5000,9999,50.00,99.99,10,4001,999999,0,30.61
452,"Springfield, MO",1,Peak,3,10000,999999,100.00,9999.99,1,0,250,0,11.874
452,"Springfield, MO",1,Peak,3,10000,999999,100.00,9999.99,2,251,500,0,12.134
452,"Springfield, MO",1,Peak,3,10000,999999,100.00,9999.99,3,501,1000,0,12.656
452,"Springfield, MO",1,Peak,3,10000,999999,100.00,9999.99,4,1001,1500,0,13.177
452,"Springfield, MO",1,Peak,3,10000,999999,100.00,9999.99,5,1501,2000,0,13.698
452,"Springfield, MO",1,Peak,3,10000,999999,100.00,9999.99,6,2001,2500,0,14.22
452,"Springfield, MO",1,Peak,3,10000,999999,100.00,9999.99,7,2501,3000,0,14.741
452,"Springfield, MO",1,Peak,3,10000,999999,100.00,9999.99,8,3001,3500,0,15.263
452,"Springfield, MO",1,Peak,3,10000,999999,100.00,9999.99,9,3501,4000,0,15.784
452,"Springfield, MO",1,Peak,3,10000,999999,100.00,9999.99,10,4001,999999,0,37.578
456,"St. Louis, MO",2,NonPeak,1,500,4999,5.00,49.99,1,0,250,0,1.845
456,"St. Louis, MO",2,NonPeak,1,500,4999,5.00,49.99,2,251,500,0,2.031
456,"St. Louis, MO",2,NonPeak,1,500,4999,5.00,49.99,3,501,1000,0,2.403
456,"St. Louis, MO",2,NonPeak,1,500,4999,5.00,49.99,4,1001,1500,0,2.776
456,"St. Louis, MO",2,NonPeak,1,500,4999,5.00,49.99,5,1501,2000,0,3.148
456,"St. Louis, MO",2,NonPeak,1,500,4999,5.00,49.99,6,2001,2500,0,3.521
456,"St. Louis, MO",2,NonPeak,1,500,4999,5.00,49.99,7,2501,3000,0,3.893
456,"St. Louis, MO",2,NonPeak,1,500,4999,5.00,49.99,8,3001,3500,0,4.265
456,"St. Louis, MO",2,NonPeak,1,500,4999,5.00,49.99,9,3501,4000,0,4.638
456,"St. Louis, MO",2,NonPeak,1,500,4999,5.00,49.99,10,4001,999999,0,20.205
456,"St. Louis, MO",2,NonPeak,2,5000,9999,50.00,99.99,1,0,250,0,3.504
456,"St. Louis, MO",2,NonPeak,2,5000,9999,50.00,99.99,2,251,500,0,3.69
456,"St. Louis, MO",2,NonPeak,2,5000,9999,50.00,99.99,3,501,1000,0,4.062
456,"St. Louis, MO",2,NonPeak,2,5000,9999,50.00,99.99,4,1001,1500,0,4.435
456,"St. Louis, MO",2,NonPeak,2,5000,9999,50.00,99.99,5,1501,2000,0,4.807
456,"St. Louis, MO",2,NonPeak,2,5000,9999,50.00,99.99,6,2001,2500,0,5.18
456,"St. Louis, MO",2,NonPeak,2,5000,9999,50.00,99.99,7,2501,3000,0,5.552
456,"St. Louis, MO",2,NonPeak,2,5000,9999,50.00,99.99,8,3001,3500,0,5.924
456,"St. Louis, MO",2,NonPeak,2,5000,9999,50.00,99.99,9,3501,4000,0,6.297
456,"St. Louis, MO",2,NonPeak,2,5000,9999,50.00,99.99,10,4001,999999,0,21.864
456,"St. Louis, MO",2,NonPeak,3,10000,999999,100.00,9999.99,1,0,250,0,8.481
456,"St. Louis, MO",2,NonPeak,3,10000,999999,100.00,9999.99,2,251,500,0,8.667
456,"St. Louis, MO",2,NonPeak,3,10000,999999,100.00,9999.99,3,501,1000,0,9.04
456,"St. Louis, MO",2,NonPeak,3,10000,999999,100.00,9999.99,4,1001,1500,0,9.412
456,"St. Louis, MO",2,NonPeak,3,10000,999999,100.00,9999.99,5,1501,2000,0,9.785
456,"St. Louis, MO",2,NonPeak,3,10000,999999,100.00,9999.99,6,2001,2500,0,10.157
456,"St. Louis, MO",2,NonPeak,3,10000,999999,100.00,9999.99,7,2501,3000,0,10.529
456,"St. Louis, MO",2,NonPeak,3,10000,999999,100.00,9999.99,8,3001,3500,0,10.902
456,"St. Louis, MO",2,NonPeak,3,10000,999999,100.00,9999.99,9,3501,4000,0,11.274
456,"St. Louis, MO",2,NonPeak,3,10000,999999,100.00,9999.99,10,4001,999999,0,26.841
456,"St. Louis, MO",2,Peak,1,500,4999,5.00,49.99,1,0,250,0,2.003
456,"St. Louis, MO",2,Peak,1,500,4999,5.00,49.99,2,251,500,0,2.205
456,"St. Louis, MO",2,Peak,1,500,4999,5.00,49.99,3,501,1000,0,2.609
456,"St. Louis, MO",2,Peak,1,500,4999,5.00,49.99,4,1001,1500,0,3.014
456,"St. Louis, MO",2,Peak,1,500,4999,5.00,49.99,5,1501,2000,0,3.418
456,"St. Louis, MO",2,Peak,1,500,4999,5.00,49.99,6,2001,2500,0,3.822
456,"St. Louis, MO",2,Peak,1,500,4999,5.00,49.99,7,2501,3000,0,4.227
456,"St. Louis, MO",2,Peak,1,500,4999,5.00,49.99,8,3001,3500,0,4.631
456,"St. Louis, MO",2,Peak,1,500,4999,5.00,49.99,9,3501,4000,0,5.035
456,"St. Louis, MO",2,Peak,1,500,4999,5.00,49.99,10,4001,999999,0,21.937
456,"St. Louis, MO",2,Peak,2,5000,9999,50.00,99.99,1,0,250,0,3.804
456,"St. Louis, MO",2,Peak,2,5000,9999,50.00,99.99,2,251,500,0,4.006
456,"St. Louis, MO",2,Peak,2,5000,9999,50.00,99.99,3,501,1000,0,4.411
456,"St. Louis, MO",2,Peak,2,5000,9999,50.00,99.99,4,1001,1500,0,4.815
456,"St. Louis, MO",2,Peak,2,5000,9999,50.00,99.99,5,1501,2000,0,5.219
456,"St. Louis, MO",2,Peak,2,5000,9999,50.00,99.99,6,2001,2500,0,5.624
456,"St. Louis, MO",2,Peak,2,5000,9999,50.00,99.99,7,2501,3000,0,6.028
456,"St. Louis, MO",2,Peak,2,5000,9999,50.00,99.99,8,3001,3500,0,6.432
456,"St. Louis, MO",2,Peak,2,5000,9999,50.00,99.99,9,3501,4000,0,6.837
456,"St. Louis, MO",2,Peak,2,5000,9999,50.00,99.99,10,4001,999999,0,23.738
456,"St. Louis, MO",2,Peak,3,10000,999999,100.00,9999.99,1,0,250,0,9.208
456,"St. Louis, MO",2,Peak,3,10000,999999,100.00,9999.99,2,251,500,0,9.41
456,"St. Louis, MO",2,Peak,3,10000,999999,100.00,9999.99,3,501,1000,0,9.815
456,"St. Louis, MO",2,Peak,3,10000,999999,100.00,9999.99,4,1001,1500,0,10.219
456,"St. Louis, MO",2,Peak,3,10000,999999,100.00,9999.99,5,1501,2000,0,10.623
456,"St. Louis, MO",2,Peak,3,10000,999999,100.00,9999.99,6,2001,2500,0,11.028
456,"St. Louis, MO",2,Peak,3,10000,999999,100.00,9999.99,7,2501,3000,0,11.432
456,"St. Louis, MO",2,Peak,3,10000,999999,100.00,9999.99,8,3001,3500,0,11.836
456,"St. Louis, MO",2,Peak,3,10000,999999,100.00,9999.99,9,3501,4000,0,12.241
456,"St. Louis, MO",2,Peak,3,10000,999999,100.00,9999.99,10,4001,999999,0,29.142
457,"St. Louis, MO Metro",2,NonPeak,1,500,4999,5.00,49.99,1,0,250,0,2.477
457,"St. Louis, MO Metro",2,NonPeak,1,500,4999,5.00,49.99,2,251,500,0,2.727
457,"St. Louis, MO Metro",2,NonPeak,1,500,4999,5.00,49.99,3,501,1000,0,3.228
457,"St. Louis, MO Metro",2,NonPeak,1,500,4999,5.00,49.99,4,1001,1500,0,3.728
457,"St. Louis, MO Metro",2,NonPeak,1,500,4999,5.00,49.99,5,1501,2000,0,4.228
457,"St. Louis, MO Metro",2,NonPeak,1,500,4999,5.00,49.99,6,2001,2500,0,4.728
457,"St. Louis, MO Metro",2,NonPeak,1,500,4999,5.00,49.99,7,2501,3000,0,5.228
457,"St. Louis, MO Metro",2,NonPeak,1,500,4999,5.00,49.99,8,3001,3500,0,5.728
457,"St. Louis, MO Metro",2,NonPeak,1,500,4999,5.00,49.99,9,3501,4000,0,6.228
457,"St. Louis, MO Metro",2,NonPeak,1,500,4999,5.00,49.99,10,4001,999999,0,27.132
457,"St. Louis, MO Metro",2,NonPeak,2,5000,9999,50.00,99.99,1,0,250,0,4.705
457,"St. Louis, MO Metro",2,NonPeak,2,5000,9999,50.00,99.99,2,251,500,0,4.955
457,"St. Louis, MO Metro",2,NonPeak,2,5000,9999,50.00,99.99,3,501,1000,0,5.455
457,"St. Louis, MO Metro",2,NonPeak,2,5000,9999,50.00,99.99,4,1001,1500,0,5.955
457,"St. Louis, MO Metro",2,NonPeak,2,5000,9999,50.00,99.99,5,1501,2000,0,6.455
457,"St. Louis, MO Metro",2,NonPeak,2,5000,9999,50.00,99.99,6,2001,2500,0,6.956
457,"St. Louis, MO Metro",2,NonPeak,2,5000,9999,50.00,99.99,7,2501,3000,0,7.456
457,"St. Louis, MO Metro",2,NonPeak,2,5000,9999,50.00,99.99,8,3001,3500,0,7.956
457,"St. Louis, MO Metro",2,NonPeak,2,5000,9999,50.00,99.99,9,3501,4000,0,8.456
457,"St. Louis, MO Metro",2,NonPeak,2,5000,9999,50.00,99.99,10,4001,999999,0,29.36
457,"St. Louis, MO Metro",2,NonPeak,3,10000,999999,100.00,9999.99,1,0,250,0,11.389
457,"St. Louis, MO Metro",2,NonPeak,3,10000,999999,100.00,9999.99,2,251,500,0,11.639
457,"St. Louis, MO Metro",2,NonPeak,3,10000,999999,100.00,9999.99,3,501,1000,0,12.139
457,"St. Louis, MO Metro",2,NonPeak,3,10000,999999,100.00,9999.99,4,1001,1500,0,12.639
457,"St. Louis, MO Metro",2,NonPeak,3,10000,999999,100.00,9999.99,5,1501,2000,0,13.139
457,"St. Louis, MO Metro",2,NonPeak,3,10000,999999,100.00,9999.99,6,2001,2500,0,13.639
457,"St. Louis, MO Metro",2,NonPeak,3,10000,999999,100.00,9999.99,7,2501,3000,0,14.139
457,"St. Louis, MO Metro",2,NonPeak,3,10000,999999,100.00,9999.99,8,3001,3500,0,14.64
457,"St. Louis, MO Metro",2,NonPeak,3,10000,999999,100.00,9999.99,9,3501,4000,0,15.14
457,"St. Louis, MO Metro",2,NonPeak,3,10000,999999,100.00,9999.99,10,4001,999999,0,36.044
457,"St. Louis, MO Metro",2,Peak,1,500,4999,5.00,49.99,1,0,250,0,2.583
457,"St. Louis, MO Metro",2,Peak,1,500,4999,5.00,49.99,2,251,500,0,2.843
457,"St. Louis, MO Metro",2,Peak,1,500,4999,5.00,49.99,3,501,1000,0,3.365
457,"St. Louis, MO Metro",2,Peak,1,500,4999,5.00,49.99,4,1001,1500,0,3.886
457,"St. Louis, MO Metro",2,Peak,1,500,4999,5.00,49.99,5,1501,2000,0,4.408
457,"St. Louis, MO Metro",2,Peak,1,500,4999,5.00,49.99,6,2001,2500,0,4.929
457,"St. Louis, MO Metro",2,Peak,1,500,4999,5.00,49.99,7,2501,3000,0,5.45
457,"St. Louis, MO Metro",2,Peak,1,500,4999,5.00,49.99,8,3001,3500,0,5.972
457,"St. Louis, MO Metro",2,Peak,1,500,4999,5.00,49.99,9,3501,4000,0,6.493
457,"St. Louis, MO Metro",2,Peak,1,500,4999,5.00,49.99,10,4001,999999,0,28.287
457,"St. Louis, MO Metro",2,Peak,2,5000,9999,50.00,99.99,1,0,250,0,4.905
457,"St. Louis, MO Metro",2,Peak,2,5000,9999,50.00,99.99,2,251,500,0,5.166
457,"St. Louis, MO Metro",2,Peak,2,5000,9999,50.00,99.99,3,501,1000,0,5.687
457,"St. Louis, MO Metro",2,Peak,2,5000,9999,50.00,99.99,4,1001,1500,0,6.209
457,"St. Louis, MO Metro",2,Peak,2,5000,9999,50.00,99.99,5,1501,2000,0,6.73
457,"St. Louis, MO Metro",2,Peak,2,5000,9999,50.00,99.99,6,2001,2500,0,7.252
457,"St. Louis, MO Metro",2,Peak,2,5000,9999,50.00,99.99,7,2501,3000,0,7.773
457,"St. Louis, MO Metro",2,Peak,2,5000,9999,50.00,99.99,8,3001,3500,0,8.294
457,"St. Louis, MO Metro",2,Peak,2,5000,9999,50.00,99.99,9,3501,4000,0,8.816
457,"St. Louis, MO Metro",2,Peak,2,5000,9999,50.00,99.99,10,4001,999999,0,30.61
457,"St. Louis, MO Metro",2,Peak,3,10000,999999,100.00,9999.99,1,0,250,0,11.874
457,"St. Louis, MO Metro",2,Peak,3,10000,999999,100.00,9999.99,2,251,500,0,12.134
457,"St. Louis, MO Metro",2,Peak,3,10000,999999,100.00,9999.99,3,501,1000,0,12.656
457,"St. Louis, MO Metro",2,Peak,3,10000,999999,100.00,9999.99,4,1001,1500,0,13.177
457,"St. Louis, MO Metro",2,Peak,3,10000,999999,100.00,9999.99,5,1501,2000,0,13.698
457,"St. Louis, MO Metro",2,Peak,3,10000,999999,100.00,9999.99,6,2001,2500,0,14.22
457,"St. Louis, MO Metro",2,Peak,3,10000,999999,100.00,9999.99,7,2501,3000,0,14.741
457,"St. Louis, MO Metro",2,Peak,3,10000,999999,100.00,9999.99,8,3001,3500,0,15.263
457,"St. Louis, MO Metro",2,Peak,3,10000,999999,100.00,9999.99,9,3501,4000,0,15.784
457,"St. Louis, MO Metro",2,Peak,3,10000,999999,100.00,9999.99,10,4001,999999,0,37.578
460,"Billings, MT",3,NonPeak,1,500,4999,5.00,49.99,1,0,250,0,2.477
460,"Billings, MT",3,NonPeak,1,500,4999,5.00,49.99,2,251,500,0,2.727
460,"Billings, MT",3,NonPeak,1,500,4999,5.00,49.99,3,501,1000,0,3.228
460,"Billings, MT",3,NonPeak,1,500,4999,5.00,49.99,4,1001,1500,0,3.728
460,"Billings, MT",3,NonPeak,1,500,4999,5.00,49.99,5,1501,2000,0,4.228
460,"Billings, MT",3,NonPeak,1,500,4999,5.00,49.99,6,2001,2500,0,4.728
460,"Billings, MT",3,NonPeak,1,500,4999,5.00,49.99,7,2501,3000,0,5.228
460,"Billings, MT",3,NonPeak,1,500,4999,5.00,49.99,8,3001,3500,0,5.728
460,"Billings, MT",3,NonPeak,1,500,4999,5.00,49.99,9,3501,4000,0,6.228
460,"Billings, MT",3,NonPeak,1,500,4999,5.00,49.99,10,4001,999999,0,27.132
460,"Billings, MT",3,NonPeak,2,5000,9999,50.00,99.99,1,0,250,0,4.705
460,"Billings, MT",3,NonPeak,2,5000,9999,50.00,99.99,2,251,500,0,4.955
460,"Billings, MT",3,NonPeak,2,5000,9999,50.00,99.99,3,501,1000,0,5.455
460,"Billings, MT",3,NonPeak,2,5000,9999,50.00,99.99,4,1001,1500,0,5.955
460,"Billings, MT",3,NonPeak,2,5000,9999,50.00,99.99,5,1501,2000,0,6.455
460,"Billings, MT",3,NonPeak,2,5000,9999,50.00,99.99,6,2001,2500,0,6.956
460,"Billings, MT",3,NonPeak,2,5000,9999,50.00,99.99,7,2501,3000,0,7.456
460,"Billings, MT",3,NonPeak,2,5000,9999,50.00,99.99,8,3001,3500,0,7.956
460,"Billings, MT",3,NonPeak,2,5000,9999,50.00,99.99,9,3501,4000,0,8.456
460,"Billings, MT",3,NonPeak,2,5000,9999,50.00,99.99,10,4001,999999,0,29.36
460,"Billings, MT",3,NonPeak,3,10000,999999,100.00,9999.99,1,0,250,0,11.389
460,"Billings, MT",3,NonPeak,3,10000,999999,100.00,9999.99,2,251,500,0,11.639
460,"Billings, MT",3,NonPeak,3,10000,999999,100.00,9999.99,3,501,1000,0,12.139
460,"Billings, MT",3,NonPeak,3,10000,999999,100.00,9999.99,4,1001,1500,0,12.639
460,"Billings, MT",3,NonPeak,3,10000,999999,100.00,9999.99,5,1501,2000,0,13.139
460,"Billings, MT",3,NonPeak,3,10000,999999,100.00,9999.99,6,2001,2500,0,13.639
460,"Billings, MT",3,NonPeak,3,10000,999999,100.00,9999.99,7,2501,3000,0,14.139
460,"Billings, MT",3,NonPeak,3,10000,999999,100.00,9999.99,8,3001,3500,0,14.64
460,"Billings, MT",3,NonPeak,3,10000,999999,100.00,9999.99,9,3501,4000,0,15.14
460,"Billings, MT",3,NonPeak,3,10000,999999,100.00,9999.99,10,4001,999999,0,36.044
460,"Billings, MT",3,Peak,1,500,4999,5.00,49.99,1,0,250,0,2.583
460,"Billings, MT",3,Peak,1,500,4999,5.00,49.99,2,251,500,0,2.843
460,"Billings, MT",3,Peak,1,500,4999,5.00,49.99,3,501,1000,0,3.365
460,"Billings, MT",3,Peak,1,500,4999,5.00,49.99,4,1001,1500,0,3.886
460,"Billings, MT",3,Peak,1,500,4999,5.00,49.99,5,1501,2000,0,4.408
460,"Billings, MT",3,Peak,1,500,4999,5.00,49.99,6,2001,2500,0,4.929
460,"Billings, MT",3,Peak,1,500,4999,5.00,49.99,7,2501,3000,0,5.45
460,"Billings, MT",3,Peak,1,500,4999,5.00,49.99,8,3001,3500,0,5.972
460,"Billings, MT",3,Peak,1,500,4999,5.00,49.99,9,3501,4000,0,6.493
460,"Billings, MT",3,Peak,1,500,4999,5.00,49.99,10,4001,999999,0,28.287
460,"Billings, MT",3,Peak,2,5000,9999,50.00,99.99,1,0,250,0,4.905
460,"Billings, MT",3,Peak,2,5000,9999,50.00,99.99,2,251,500,0,5.166
460,"Billings, MT",3,Peak,2,5000,9999,50.00,99.99,3,501,1000,0,5.687
460,"Billings, MT",3,Peak,2,5000,9999,50.00,99.99,4,1001,1500,0,6.209
460,"Billings, MT",3,Peak,2,5000,9999,50.00,99.99,5,1501,2000,0,6.73
460,"Billings, MT",3,Peak,2,5000,9999,50.00,99.99,6,2001,2500,0,7.252
460,"Billings, MT",3,Peak,2,5000,9999,50.00,99.99,7,2501,3000,0,7.773
460,"Billings, MT",3,Peak,2,5000,9999,50.00,99.99,8,3001,3500,0,8.294
460,"Billings, MT",3,Peak,2,5000,9999,50.00,99.99,9,3501,4000,0,8.816
460,"Billings, MT",3,Peak,2,5000,9999,50.00,99.99,10,4001,999999,0,30.61
460,"Billings, MT",3,Peak,3,10000,999999,100.00,9999.99,1,0,250,0,11.874
460,"Billings, MT",3,Peak,3,10000,999999,100.00,9999.99,2,251,500,0,12.134
460,"Billings, MT",3,Peak,3,10000,999999,100.00,9999.99,3,501,1000,0,12.656
460,"Billings, MT",3,Peak,3,10000,999999,100.00,9999.99,4,1001,1500,0,13.177
460,"Billings, MT",3,Peak,3,10000,999999,100.00,9999.99,5,1501,2000,0,13.698
460,"Billings, MT",3,Peak,3,10000,999999,100.00,9999.99,6,2001,2500,0,14.22
460,"Billings, MT",3,Peak,3,10000,999999,100.00,9999.99,7,2501,3000,0,14.741
460,"Billings, MT",3,Peak,3,10000,999999,100.00,9999.99,8,3001,3500,0,15.263
460,"Billings, MT",3,Peak,3,10000,999999,100.00,9999.99,9,3501,4000,0,15.784
460,"Billings, MT",3,Peak,3,10000,999999,100.00,9999.99,10,4001,999999,0,37.578
464,"Butte, MT",3,NonPeak,1,500,4999,5.00,49.99,1,0,250,0,2.161
464,"Butte, MT",3,NonPeak,1,500,4999,5.00,49.99,2,251,500,0,2.379
464,"Butte, MT",3,NonPeak,1,500,4999,5.00,49.99,3,501,1000,0,2.815
464,"Butte, MT",3,NonPeak,1,500,4999,5.00,49.99,4,1001,1500,0,3.252
464,"Butte, MT",3,NonPeak,1,500,4999,5.00,49.99,5,1501,2000,0,3.688
464,"Butte, MT",3,NonPeak,1,500,4999,5.00,49.99,6,2001,2500,0,4.124
464,"Butte, MT",3,NonPeak,1,500,4999,5.00,49.99,7,2501,3000,0,4.56
464,"Butte, MT",3,NonPeak,1,500,4999,5.00,49.99,8,3001,3500,0,4.997
464,"Butte, MT",3,NonPeak,1,500,4999,5.00,49.99,9,3501,4000,0,5.433
464,"Butte, MT",3,NonPeak,1,500,4999,5.00,49.99,10,4001,999999,0,23.669
464,"Butte, MT",3,NonPeak,2,5000,9999,50.00,99.99,1,0,250,0,4.105
464,"Butte, MT",3,NonPeak,2,5000,9999,50.00,99.99,2,251,500,0,4.323
464,"Butte, MT",3,NonPeak,2,5000,9999,50.00,99.99,3,501,1000,0,4.759
464,"Butte, MT",3,NonPeak,2,5000,9999,50.00,99.99,4,1001,1500,0,5.195
464,"Butte, MT",3,NonPeak,2,5000,9999,50.00,99.99,5,1501,2000,0,5.631
464,"Butte, MT",3,NonPeak,2,5000,9999,50.00,99.99,6,2001,2500,0,6.068
464,"Butte, MT",3,NonPeak,2,5000,9999,50.00,99.99,7,2501,3000,0,6.504
464,"Butte, MT",3,NonPeak,2,5000,9999,50.00,99.99,8,3001,3500,0,6.94
464,"Butte, MT",3,NonPeak,2,5000,9999,50.00,99.99,9,3501,4000,0,7.376
464,"Butte, MT",3,NonPeak,2,5000,9999,50.00,99.99,10,4001,999999,0,25.612
464,"Butte, MT",3,NonPeak,3,10000,999999,100.00,9999.99,1,0,250,0,9.935
464,"Butte, MT",3,NonPeak,3,10000,999999,100.00,9999.99,2,251,500,0,10.153
464,"Butte, MT",3,NonPeak,3,10000,999999,100.00,9999.99,3,501,1000,0,10.589
464,"Butte, MT",3,NonPeak,3,10000,999999,100.00,9999.99,4,1001,1500,0,11.026
464,"Butte, MT",3,NonPeak,3,10000,999999,100.00,9999.99,5,1501,2000,0,11.462
464,"Butte, MT",3,NonPeak,3,10000,999999,100.00,9999.99,6,2001,2500,0,11.898
464,"Butte, MT",3,NonPeak,3,10000,999999,100.00,9999.99,7,2501,3000,0,12.334
464,"Butte, MT",3,NonPeak,3,10000,999999,100.00,9999.99,8,3001,3500,0,12.771
464,"Butte, MT",3,NonPeak,3,10000,999999,100.00,9999.99,9,3501,4000,0,13.207
464,"Butte, MT",3,NonPeak,3,10000,999999,100.00,9999.99,10,4001,999999,0,31.443
464,"Butte, MT",3,Peak,1,500,4999,5.00,49.99,1,0,250,0,2.293
464,"Butte, MT",3,Peak,1,500,4999,5.00,49.99,2,251,500,0,2.524
464,"Butte, MT",3,Peak,1,500,4999,5.00,49.99,3,501,1000,0,2.987
464,"Butte, MT",3,Peak,1,500,4999,5.00,49.99,4,1001,1500,0,3.45
464,"Butte, MT",3,Peak,1,500,4999,5.00,49.99,5,1501,2000,0,3.913
464,"Butte, MT",3,Peak,1,500,4999,5.00,49.99,6,2001,2500,0,4.376
